course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_culpa_link,instructor_culpa_nugget,instructor_culpa_reviews_count,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
MATH GU4052,INTRODUCTION TO KNOT THEORY,"Prerequisites: MATH GU4051 Topology and / or MATH GU4061 Introduction To Modern Analysis I (or equivalents). Recommended (can be taken concurrently): MATH UN2010 linear algebra, or equivalent. The study of algebraic and geometric properties of knots in R^3, including but not limited to knot projections and Reidemeisters theorm, Seifert surfaces, braids, tangles, knot polynomials, fundamental group of knot complements. Depending on time and student interest, we will discuss more advanced topics like knot concordance, relationship to 3-manifold topology, other algebraic knot invariants.
",Kyle A Hayden,1:10pm,2:25pm,10768,Morningside,W4052-20213-001,INTRODUCTION TO KNOT THEO,Mathematics,MATH,http://culpa.info/professors/14057,,2.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/W4052-20213-001/,To be announced,,,3,"MATH GU4051
MATH GU4061
MATH UN2010",MW,20213MATH4052W001,LECTURE
MATH GU4061,INTRO MODERN ANALYSIS I,"Prerequisites: MATH UN1202 or the equivalent, and MATH UN2010. The second term of this course may not be taken without the first. Real numbers, metric spaces, elements of general topology, sequences and series, continuity, differentiation, integration, uniform convergence, Ascoli-Arzela theorem, Stone-Weierstrass theorem.
",Henri P Roesch,2:40pm,3:55pm,10769,Morningside,W4061-20213-001,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/W4061-20213-001/,To be announced,,,3,"MATH UN1202
MATH UN2010",TR,20213MATH4061W001,LECTURE
MATH GU4061,INTRO MODERN ANALYSIS I,"Prerequisites: MATH UN1202 or the equivalent, and MATH UN2010. The second term of this course may not be taken without the first. Real numbers, metric spaces, elements of general topology, sequences and series, continuity, differentiation, integration, uniform convergence, Ascoli-Arzela theorem, Stone-Weierstrass theorem.
",Henri P Roesch,4:10pm,5:25pm,10770,Morningside,W4061-20213-002,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/W4061-20213-002/,To be announced,,,3,"MATH UN1202
MATH UN2010",TR,20213MATH4061W002,LECTURE
MATH GU4062,INTRO MODERN ANALYSIS II,"Prerequisites: MATH UN1202 or the equivalent, and MATH UN2010. The second term of this course may not be taken without the first. Power series, analytic functions, Implicit function theorem, Fubini theorem, change of variables formula, Lebesgue measure and integration, function spaces.
",,4:10pm,5:25pm,10771,Morningside,W4062-20213-001,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/W4062-20213-001/,To be announced,,,3,"MATH UN1202
MATH UN2010",MW,20213MATH4062W001,LECTURE
MATH GU4065,HONORS COMPLEX VARIABLES,"Prerequisites: (MATH UN1207 and MATH UN1208) or MATH GU4061 A theoretical introduction to analytic functions. Holomorphic functions, harmonic functions, power series, Cauchy-Riemann equations, Cauchy's integral formula, poles, Laurent series, residue theorem. Other topics as time permits: elliptic functions, the gamma and zeta function, the Riemann mapping theorem, Riemann surfaces, Nevanlinna theory.
",Julien Dub Dat,10:10am,11:25am,10772,Morningside,W4065-20213-001,,Mathematics,MATH,http://culpa.info/professors/6381,,4.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/W4065-20213-001/,To be announced,,,3,"MATH GU4061
MATH UN1207
MATH UN1208",TR,20213MATH4065W001,LECTURE
MATH UN1003,COLLEGE ALGEBRA-ANLYTC GEOMTRY,"Prerequisites: score of 550 on the mathematics portion of the SAT completed within the last year or the appropriate grade on the General Studies Mathematics Placement Examination. Columbia College students do not receive any credit for this course and must see their CSA advising dean. For students who wish to study calculus but do not know analytic geometry. Algebra review, graphs and functions, polynomial functions, rational functions, conic sections, systems of equations in two variables, exponential and logarithmic functions, trigonometric functions and trigonometric identities, applications of trigonometry, sequences, series, and limits.
",,6:10pm,7:25pm,10617,Morningside,W1003-20213-001,COLLEGE ALGEBRA-ANLYTC GE,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/W1003-20213-001/,To be announced,,,3,,MW,20213MATH1003W001,LECTURE
MATH UN1003,COLLEGE ALGEBRA-ANLYTC GEOMTRY,"Prerequisites: score of 550 on the mathematics portion of the SAT completed within the last year or the appropriate grade on the General Studies Mathematics Placement Examination. Columbia College students do not receive any credit for this course and must see their CSA advising dean. For students who wish to study calculus but do not know analytic geometry. Algebra review, graphs and functions, polynomial functions, rational functions, conic sections, systems of equations in two variables, exponential and logarithmic functions, trigonometric functions and trigonometric identities, applications of trigonometry, sequences, series, and limits.
",,2:40pm,3:55pm,10618,Morningside,W1003-20213-002,COLLEGE ALGEBRA-ANLYTC GE,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/W1003-20213-002/,To be announced,,,3,,TR,20213MATH1003W002,LECTURE
MATH UN1101,CALCULUS I,"Prerequisites: (see Courses for First-Year Students). Functions, limits, derivatives, introduction to integrals, or an understanding of pre-calculus will be assumed. (SC)
",Lindsay C Piechnik,6:10pm,7:25pm,00170,Barnard College,V1101-20213-007,,Mathematics @Barnard,MATH,http://culpa.info/professors/3267,silver,14.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1101-20213-007/,To be announced,,,3,,MW,20213MATH1101V007,LECTURE
MATH UN1101,CALCULUS I,"Prerequisites: (see Courses for First-Year Students). Functions, limits, derivatives, introduction to integrals, or an understanding of pre-calculus will be assumed. (SC)
",Lindsay C Piechnik,2:40pm,3:55pm,00171,Barnard College,V1101-20213-011,,Mathematics @Barnard,MATH,http://culpa.info/professors/3267,silver,14.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1101-20213-011/,To be announced,,,3,,TR,20213MATH1101V011,LECTURE
MATH UN1101,CALCULUS I,"Prerequisites: (see Courses for First-Year Students). Functions, limits, derivatives, introduction to integrals, or an understanding of pre-calculus will be assumed. (SC)
",Daniele Alessandrini,10:10am,11:25am,10622,Morningside,V1101-20213-001,,Mathematics,MATH,http://culpa.info/professors/13740,,7.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1101-20213-001/,To be announced,,,3,,MW,20213MATH1101V001,LECTURE
MATH UN1101,CALCULUS I,"Prerequisites: (see Courses for First-Year Students). Functions, limits, derivatives, introduction to integrals, or an understanding of pre-calculus will be assumed. (SC)
",,1:10pm,2:25pm,10623,Morningside,V1101-20213-002,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1101-20213-002/,To be announced,,,3,,MW,20213MATH1101V002,LECTURE
MATH UN1101,CALCULUS I,"Prerequisites: (see Courses for First-Year Students). Functions, limits, derivatives, introduction to integrals, or an understanding of pre-calculus will be assumed. (SC)
",Akash Sengupta,2:40pm,3:55pm,10624,Morningside,V1101-20213-003,,Mathematics,MATH,http://culpa.info/professors/13814,silver,10.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1101-20213-003/,To be announced,,,3,,MW,20213MATH1101V003,LECTURE
MATH UN1101,CALCULUS I,"Prerequisites: (see Courses for First-Year Students). Functions, limits, derivatives, introduction to integrals, or an understanding of pre-calculus will be assumed. (SC)
",Akash Sengupta,4:10pm,5:25pm,10625,Morningside,V1101-20213-004,,Mathematics,MATH,http://culpa.info/professors/13814,silver,10.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1101-20213-004/,To be announced,,,3,,MW,20213MATH1101V004,LECTURE
MATH UN1101,CALCULUS I,"Prerequisites: (see Courses for First-Year Students). Functions, limits, derivatives, introduction to integrals, or an understanding of pre-calculus will be assumed. (SC)
",George Dragomir,10:10am,11:25am,10626,Morningside,V1101-20213-005,,Mathematics,MATH,http://culpa.info/professors/13999,,2.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1101-20213-005/,To be announced,,,3,,TR,20213MATH1101V005,LECTURE
MATH UN1101,CALCULUS I,"Prerequisites: (see Courses for First-Year Students). Functions, limits, derivatives, introduction to integrals, or an understanding of pre-calculus will be assumed. (SC)
",George Dragomir,11:40am,12:55pm,10628,Morningside,V1101-20213-006,,Mathematics,MATH,http://culpa.info/professors/13999,,2.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1101-20213-006/,To be announced,,,3,,TR,20213MATH1101V006,LECTURE
MATH UN1101,CALCULUS I,"Prerequisites: (see Courses for First-Year Students). Functions, limits, derivatives, introduction to integrals, or an understanding of pre-calculus will be assumed. (SC)
",,1:10pm,2:25pm,10629,Morningside,V1101-20213-008,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1101-20213-008/,To be announced,,,3,,TR,20213MATH1101V008,LECTURE
MATH UN1101,CALCULUS I,"Prerequisites: (see Courses for First-Year Students). Functions, limits, derivatives, introduction to integrals, or an understanding of pre-calculus will be assumed. (SC)
",,4:10pm,5:25pm,10630,Morningside,V1101-20213-009,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1101-20213-009/,To be announced,,,3,,TR,20213MATH1101V009,LECTURE
MATH UN1102,CALCULUS II,"Prerequisites: MATH UN1101 or the equivalent. Methods of integration, applications of the integral, Taylors theorem, infinite series. (SC)
",,1:10pm,2:25pm,10631,Morningside,V1102-20213-001,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1102-20213-001/,To be announced,,,3,MATH UN1101,MW,20213MATH1102V001,LECTURE
MATH UN1102,CALCULUS II,"Prerequisites: MATH UN1101 or the equivalent. Methods of integration, applications of the integral, Taylors theorem, infinite series. (SC)
",,2:40pm,3:55pm,10632,Morningside,V1102-20213-002,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1102-20213-002/,To be announced,,,3,MATH UN1101,MW,20213MATH1102V002,LECTURE
MATH UN1102,CALCULUS II,"Prerequisites: MATH UN1101 or the equivalent. Methods of integration, applications of the integral, Taylors theorem, infinite series. (SC)
",Francesco Lin,4:10pm,5:25pm,10634,Morningside,V1102-20213-003,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1102-20213-003/,To be announced,,,3,MATH UN1101,MW,20213MATH1102V003,LECTURE
MATH UN1102,CALCULUS II,"Prerequisites: MATH UN1101 or the equivalent. Methods of integration, applications of the integral, Taylors theorem, infinite series. (SC)
",Elena Giorgi,10:10am,11:25am,10635,Morningside,V1102-20213-004,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1102-20213-004/,To be announced,,,3,MATH UN1101,TR,20213MATH1102V004,LECTURE
MATH UN1102,CALCULUS II,"Prerequisites: MATH UN1101 or the equivalent. Methods of integration, applications of the integral, Taylors theorem, infinite series. (SC)
",,11:40am,12:55pm,10636,Morningside,V1102-20213-005,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1102-20213-005/,To be announced,,,3,MATH UN1101,TR,20213MATH1102V005,LECTURE
MATH UN1102,CALCULUS II,"Prerequisites: MATH UN1101 or the equivalent. Methods of integration, applications of the integral, Taylors theorem, infinite series. (SC)
",Elliott V Stein,6:10pm,7:25pm,10638,Morningside,V1102-20213-006,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1102-20213-006/,To be announced,,,3,MATH UN1101,TR,20213MATH1102V006,LECTURE
MATH UN1201,CALCULUS III,"Prerequisites: MATH UN1101 or the equivalent Vectors in dimensions 2 and 3, complex numbers and the complex exponential function with applications to differential equations, Cramers rule, vector-valued functions of one variable, scalar-valued functions of several variables, partial derivatives, gradients, surfaces, optimization, the method of Lagrange multipliers. (SC)
",Konstantin Aleshkin,10:10am,11:25am,10640,Morningside,V1201-20213-001,,Mathematics,MATH,http://culpa.info/professors/13725,,4.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1201-20213-001/,To be announced,,,3,MATH UN1101,MW,20213MATH1201V001,LECTURE
MATH UN1201,CALCULUS III,"Prerequisites: MATH UN1101 or the equivalent Vectors in dimensions 2 and 3, complex numbers and the complex exponential function with applications to differential equations, Cramers rule, vector-valued functions of one variable, scalar-valued functions of several variables, partial derivatives, gradients, surfaces, optimization, the method of Lagrange multipliers. (SC)
",Konstantin Aleshkin,11:40am,12:55pm,10641,Morningside,V1201-20213-002,,Mathematics,MATH,http://culpa.info/professors/13725,,4.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1201-20213-002/,To be announced,,,3,MATH UN1101,MW,20213MATH1201V002,LECTURE
MATH UN1201,CALCULUS III,"Prerequisites: MATH UN1101 or the equivalent Vectors in dimensions 2 and 3, complex numbers and the complex exponential function with applications to differential equations, Cramers rule, vector-valued functions of one variable, scalar-valued functions of several variables, partial derivatives, gradients, surfaces, optimization, the method of Lagrange multipliers. (SC)
",,1:10pm,2:25pm,10642,Morningside,V1201-20213-003,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1201-20213-003/,To be announced,,,3,MATH UN1101,MW,20213MATH1201V003,LECTURE
MATH UN1201,CALCULUS III,"Prerequisites: MATH UN1101 or the equivalent Vectors in dimensions 2 and 3, complex numbers and the complex exponential function with applications to differential equations, Cramers rule, vector-valued functions of one variable, scalar-valued functions of several variables, partial derivatives, gradients, surfaces, optimization, the method of Lagrange multipliers. (SC)
",,2:40pm,3:55pm,10645,Morningside,V1201-20213-004,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1201-20213-004/,To be announced,,,3,MATH UN1101,MW,20213MATH1201V004,LECTURE
MATH UN1201,CALCULUS III,"Prerequisites: MATH UN1101 or the equivalent Vectors in dimensions 2 and 3, complex numbers and the complex exponential function with applications to differential equations, Cramers rule, vector-valued functions of one variable, scalar-valued functions of several variables, partial derivatives, gradients, surfaces, optimization, the method of Lagrange multipliers. (SC)
",Inbar Klang,11:40am,12:55pm,10646,Morningside,V1201-20213-005,,Mathematics,MATH,http://culpa.info/professors/13726,gold,12.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1201-20213-005/,To be announced,,,3,MATH UN1101,TR,20213MATH1201V005,LECTURE
MATH UN1201,CALCULUS III,"Prerequisites: MATH UN1101 or the equivalent Vectors in dimensions 2 and 3, complex numbers and the complex exponential function with applications to differential equations, Cramers rule, vector-valued functions of one variable, scalar-valued functions of several variables, partial derivatives, gradients, surfaces, optimization, the method of Lagrange multipliers. (SC)
",Stephen Miller,1:10pm,2:25pm,10647,Morningside,V1201-20213-006,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1201-20213-006/,To be announced,,,3,MATH UN1101,TR,20213MATH1201V006,LECTURE
MATH UN1201,CALCULUS III,"Prerequisites: MATH UN1101 or the equivalent Vectors in dimensions 2 and 3, complex numbers and the complex exponential function with applications to differential equations, Cramers rule, vector-valued functions of one variable, scalar-valued functions of several variables, partial derivatives, gradients, surfaces, optimization, the method of Lagrange multipliers. (SC)
",,2:40pm,3:55pm,10648,Morningside,V1201-20213-007,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1201-20213-007/,To be announced,,,3,MATH UN1101,TR,20213MATH1201V007,LECTURE
MATH UN1201,CALCULUS III,"Prerequisites: MATH UN1101 or the equivalent Vectors in dimensions 2 and 3, complex numbers and the complex exponential function with applications to differential equations, Cramers rule, vector-valued functions of one variable, scalar-valued functions of several variables, partial derivatives, gradients, surfaces, optimization, the method of Lagrange multipliers. (SC)
",,4:10pm,5:25pm,10649,Morningside,V1201-20213-008,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1201-20213-008/,To be announced,,,3,MATH UN1101,TR,20213MATH1201V008,LECTURE
MATH UN1202,CALCULUS IV,"Prerequisites: MATH UN1102 and MATH UN1201 or the equivalent Multiple integrals, Taylor's formula in several variables, line and surface integrals, calculus of vector fields, Fourier series. (SC)
",Mu-Tao Wang,1:10pm,2:25pm,10650,Morningside,V1202-20213-001,,Mathematics,MATH,http://culpa.info/professors/730,silver,27.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1202-20213-001/,To be announced,,,3,"MATH UN1102
MATH UN1201",MW,20213MATH1202V001,LECTURE
MATH UN1202,CALCULUS IV,"Prerequisites: MATH UN1102 and MATH UN1201 or the equivalent Multiple integrals, Taylor's formula in several variables, line and surface integrals, calculus of vector fields, Fourier series. (SC)
",Mikhail Smirnov,6:10pm,7:25pm,10651,Morningside,V1202-20213-002,,Mathematics,MATH,http://culpa.info/professors/601,,15.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1202-20213-002/,To be announced,,,3,"MATH UN1102
MATH UN1201",MW,20213MATH1202V002,LECTURE
MATH UN1205,ACCELERATED MULTIVARIABLE CALC,"Prerequisites: (MATH UN1101 and MATH UN1102) Vectors in dimensions 2 and 3, vector-valued functions of one variable, scalar-valued functions of several variables, partial derivatives, gradients, optimization, Lagrange multipliers, double and triple integrals, line and surface integrals, vector calculus. This course is an accelerated version of MATH UN1201 - MATH UN1202. Students taking this course may not receive credit for MATH UN1201 and MATH UN1202.
",Guillaume Remy,8:40am,9:55am,10652,Morningside,W1205-20213-001,ACCELERATED MULTIVARIABLE,Mathematics,MATH,http://culpa.info/professors/14104,,2.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/W1205-20213-001/,To be announced,,,4,"MATH UN1101
MATH UN1102
MATH UN1201
MATH UN1201
MATH UN1202
MATH UN1202",MW,20213MATH1205W001,LECTURE
MATH UN1207,HONORS MATHEMATICS A,"Prerequisites: (see Courses for First-Year Students). The second term of this course may not be taken without the first. Multivariable calculus and linear algebra from a rigorous point of view. Recommended for mathematics majors. Fulfills the linear algebra requirement for the major. (SC)
",,1:10pm,2:25pm,10656,Morningside,V1207-20213-001,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V1207-20213-001/,To be announced,,,4,,TR,20213MATH1207V001,LECTURE
MATH UN2000,INTRO TO HIGHER MATHEMATICS,"Introduction to understanding and writing mathematical proofs. Emphasis on precise thinking and the presentation of mathematical results, both in oral and in written form. Intended for students who are considering majoring in mathematics but wish additional training. CC/GS: Partial Fulfillment of Science Requirement. BC: Fulfillment of General Education Requirement: Quantitative and Deductive Reasoning (QUA).
",Dusa McDuff,10:10am,11:25am,00172,Barnard College,W2000-20213-001,INTRO TO HIGHER MATHEMATI,Mathematics @Barnard,MATH,http://culpa.info/professors/3483,silver,9.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/W2000-20213-001/,To be announced,,,3,,MW,20213MATH2000W001,LECTURE
MATH UN2010,LINEAR ALGEBRA,"Prerequisites: MATH UN1201 or the equivalent. Matrices, vector spaces, linear transformations, eigenvalues and eigenvectors, canonical forms, applications. (SC)
",David A Bayer,8:40am,9:55am,00173,Barnard College,V2010-20213-001,,Mathematics @Barnard,MATH,http://culpa.info/professors/117,,43.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V2010-20213-001/,To be announced,,,3,MATH UN1201,TR,20213MATH2010V001,LECTURE
MATH UN2010,LINEAR ALGEBRA,"Prerequisites: MATH UN1201 or the equivalent. Matrices, vector spaces, linear transformations, eigenvalues and eigenvectors, canonical forms, applications. (SC)
",David A Bayer,10:10am,11:25am,00174,Barnard College,V2010-20213-002,,Mathematics @Barnard,MATH,http://culpa.info/professors/117,,43.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V2010-20213-002/,To be announced,,,3,MATH UN1201,TR,20213MATH2010V002,LECTURE
MATH UN2010,LINEAR ALGEBRA,"Prerequisites: MATH UN1201 or the equivalent. Matrices, vector spaces, linear transformations, eigenvalues and eigenvectors, canonical forms, applications. (SC)
",,10:10am,11:25am,10679,Morningside,V2010-20213-003,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V2010-20213-003/,To be announced,,,3,MATH UN1201,MW,20213MATH2010V003,LECTURE
MATH UN2010,LINEAR ALGEBRA,"Prerequisites: MATH UN1201 or the equivalent. Matrices, vector spaces, linear transformations, eigenvalues and eigenvectors, canonical forms, applications. (SC)
",,11:40am,12:55pm,10693,Morningside,V2010-20213-004,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V2010-20213-004/,To be announced,,,3,MATH UN1201,MW,20213MATH2010V004,LECTURE
MATH UN2010,LINEAR ALGEBRA,"Prerequisites: MATH UN1201 or the equivalent. Matrices, vector spaces, linear transformations, eigenvalues and eigenvectors, canonical forms, applications. (SC)
",Henry C Pinkham,4:10pm,5:25pm,10698,Morningside,V2010-20213-005,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V2010-20213-005/,To be announced,,,3,MATH UN1201,TR,20213MATH2010V005,LECTURE
MATH UN2030,ORDINARY DIFFERENTIAL EQUATION,"Prerequisites: MATH UN1102 and MATH UN1201 or the equivalent. Special differential equations of order one. Linear differential equations with constant and variable coefficients. Systems of such equations. Transform and series solution techniques. Emphasis on applications.
",Florian Johne,1:10pm,2:25pm,10718,Morningside,V2030-20213-001,ORDINARY DIFFERENTIAL EQU,Mathematics,MATH,http://culpa.info/professors/13961,,4.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V2030-20213-001/,To be announced,,,3,"MATH UN1102
MATH UN1201",MW,20213MATH2030V001,LECTURE
MATH UN2030,ORDINARY DIFFERENTIAL EQUATION,"Prerequisites: MATH UN1102 and MATH UN1201 or the equivalent. Special differential equations of order one. Linear differential equations with constant and variable coefficients. Systems of such equations. Transform and series solution techniques. Emphasis on applications.
",Evgeni Dimitrov,2:40pm,3:55pm,10719,Morningside,V2030-20213-002,ORDINARY DIFFERENTIAL EQU,Mathematics,MATH,http://culpa.info/professors/13765,,1.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V2030-20213-002/,To be announced,,,3,"MATH UN1102
MATH UN1201",TR,20213MATH2030V002,LECTURE
MATH UN2500,ANALYSIS AND OPTIMIZATION,"Prerequisites: MATH UN1102 and MATH UN1201 or the equivalent and MATH UN2010. Mathematical methods for economics. Quadratic forms, Hessian, implicit functions. Convex sets, convex functions. Optimization, constrained optimization, Kuhn-Tucker conditions. Elements of the calculus of variations and optimal control. (SC)
",Kanstantsin Matetski,10:10am,11:25am,10720,Morningside,V2500-20213-001,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V2500-20213-001/,To be announced,,,3,"MATH UN1102
MATH UN1201
MATH UN2010",TR,20213MATH2500V001,LECTURE
MATH UN2500,ANALYSIS AND OPTIMIZATION,"Prerequisites: MATH UN1102 and MATH UN1201 or the equivalent and MATH UN2010. Mathematical methods for economics. Quadratic forms, Hessian, implicit functions. Convex sets, convex functions. Optimization, constrained optimization, Kuhn-Tucker conditions. Elements of the calculus of variations and optimal control. (SC)
",Kanstantsin Matetski,11:40am,12:55pm,10721,Morningside,V2500-20213-002,,Mathematics,MATH,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V2500-20213-002/,To be announced,,,3,"MATH UN1102
MATH UN1201
MATH UN2010",TR,20213MATH2500V002,LECTURE
MATH UN3007,COMPLEX VARIABLES,"Prerequisites: MATH UN1202 An elementary course in functions of a complex variable. Fundamental properties of the complex numbers, differentiability, Cauchy-Riemann equations. Cauchy integral theorem. Taylor and Laurent series, poles, and essential singularities. Residue theorem and conformal mapping.(SC)
",Ovidiu Savin,2:40pm,3:55pm,10722,Morningside,V3007-20213-001,,Mathematics,MATH,http://culpa.info/professors/3266,,22.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V3007-20213-001/,To be announced,,,3,MATH UN1202,MW,20213MATH3007V001,LECTURE
MATH UN3025,"MAKING, BREAKING CODES","Prerequisites: (MATH UN1101 and MATH UN1102 and MATH UN1201) and and MATH UN2010. A concrete introduction to abstract algebra. Topics in abstract algebra used in cryptography and coding theory.
",Dorian Goldfeld,1:10pm,2:25pm,10723,Morningside,V3025-20213-001,,Mathematics,MATH,http://culpa.info/professors/497,silver,23.0,https://en.wikipedia.org/wiki/Dorian_M._Goldfeld,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V3025-20213-001/,To be announced,,,3,"MATH UN1101
MATH UN1102
MATH UN1201
MATH UN2010",TR,20213MATH3025V001,LECTURE
MATH UN3027,ORDINARY DIFFERENTL EQUATIONS,"Prerequisites: MATH UN1102 and MATH UN1201 or the equivalent. Corequisites: MATH UN2010 Equations of order one; systems of linear equations. Second-order equations. Series solutions at regular and singular points. Boundary value problems. Selected applications.
",Panagiota Daskalopoulos,11:40am,12:55pm,10735,Morningside,V3027-20213-001,ORDINARY DIFFERENTL EQUAT,Mathematics,MATH,http://culpa.info/professors/843,silver,18.0,https://en.wikipedia.org/wiki/Panagiota_Daskalopoulos,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V3027-20213-001/,To be announced,,,3,"MATH UN1102
MATH UN1201
MATH UN2010",TR,20213MATH3027V001,LECTURE
MATH UN3386,DIFFERENTIAL GEOMETRY,,Richard Hamilton,11:40am,12:55pm,10751,Morningside,V3386-20213-001,,Mathematics,MATH,http://culpa.info/professors/121,,10.0,https://en.wikipedia.org/wiki/Richard_S._Hamilton,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V3386-20213-001/,To be announced,,,3,,TR,20213MATH3386V001,LECTURE
MATH UN3951,UNDERGRADUATE SEMINARS I,"Prerequisites: Two years of calculus, at least one year of additional mathematics courses, and the director of undergraduate studies permission. The subject matter is announced at the start of registration and is different in each section. Each student prepares talks to be given to the seminar, under the supervision of a faculty member or senior teaching fellow.
",Daniela de Silva,,,00175,Barnard College,V3951-20213-001,,Mathematics @Barnard,MATH,http://culpa.info/professors/3388,silver,20.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MATH/V3951-20213-001/,,,,3,,,20213MATH3951V001,SEMINAR
MDES GR5000,THEORY AND METHODS I,"This course will be the first part of a two part introduction to theoretical approaches to modern social science and cultural studies in Asian and African contexts. The first course will focus primarily on methodological and theoretical problems in the fields broadly described as historical social sciences - which study historical trends, and political, economic and social institutions and processes. The course will start with discussions regarding the origins of the modern social sciences and the disputes about the nature of social science knowledge. In the next section it will focus on definitions and debates about the concept of modernity. It will go on to analyses of some fundamental concepts used in modern social and historical analyses: concepts of social action, political concepts like state, power, hegemony, democracy, nationalism; economic concepts like the economy, labor, market, capitalism, and related concepts of secularity/secularism, representation, and identity. The teaching will be primarily through close reading of set texts, followed by a discussion. A primary concern of the course will be to think about problems specific to the societies studied by scholars of Asia and Africa: how to use a conceptual language originally stemming from reflection on European modernity in thinking about societies which have quite different historical and cultural characteristics.
",Mahmood Mamdani,10:10am,12:00pm,10609,Morningside,G5000-20213-001,,"Middle Eastern, South Asian and African Studies",MDES,http://culpa.info/professors/3032,silver,21.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/MDES/G5000-20213-001/,To be announced,,,4,,T,20213MDES5000G001,SEMINAR
