course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
ACTU PS6100,INTEG PROJ IN ACTU SCI,,,,,11052,,K6100-20252-001,INTEGRATED PROJECTS IN ACTU,Actuarial Science,ACTU,,https://doc.sis.columbia.edu/subj/ACTU/K6100-20252-001/,,In-Person,,3,,,20252ACTU6100K001,SEMINAR
ADVR PS0101,Digital Media and Advertising,,Wesley Stroud,3:10pm,5:00pm,10309,,K0101-20252-001,Digital Media and Adverti,Pre-College Programs (SHSP),ADVR,,https://doc.sis.columbia.edu/subj/ADVR/K0101-20252-001/,330 Uris Hall,In-Person,Pre-College Programs,0,,MTWRF,20252ADVR0101K001,LECTURE
AFRS BC2005,CARIBBEAN CULTURE & SOCIETIES,"This course offers a chronological study of the Anglophone, Hispanophone, and Francophone insular Caribbean through the eyes of some of the region’s most important writers and thinkers. We will focus on issues that key Caribbean intellectuals--including two Nobel prize-winning authors--consider particularly enduring and relevant in Caribbean cultures and societies. Among these are, for example, colonization, slavery, national and postcolonial identity, race, class, popular culture, gender, sexuality, tourism and migration. This course will also serve as an introduction to some of the exciting work on the Caribbean by professors at Barnard College and Columbia University (faculty spotlights).",Maja Horn,1:00pm,4:10pm,00023,,X2005-20252-001,CARIBBEAN CULTURE & SOCIE,BARNARD SUMMER PROGRAMS,AFRS,,https://doc.sis.columbia.edu/subj/AFRS/X2005-20252-001/,113 MILSTEIN CEN,,,3,,MW,20252AFRS2005X001,LECTURE
AFRS BC2005,CARIBBEAN CULTURE & SOCIETIES,"This course offers a chronological study of the Anglophone, Hispanophone, and Francophone insular Caribbean through the eyes of some of the region’s most important writers and thinkers. We will focus on issues that key Caribbean intellectuals--including two Nobel prize-winning authors--consider particularly enduring and relevant in Caribbean cultures and societies. Among these are, for example, colonization, slavery, national and postcolonial identity, race, class, popular culture, gender, sexuality, tourism and migration. This course will also serve as an introduction to some of the exciting work on the Caribbean by professors at Barnard College and Columbia University (faculty spotlights).",Maja Horn,1:00pm,4:10pm,00024,,X2005-20252-002,CARIBBEAN CULTURE & SOCIE,BARNARD SUMMER PROGRAMS,AFRS,,https://doc.sis.columbia.edu/subj/AFRS/X2005-20252-002/,To be announced,,,3,,MW,20252AFRS2005X002,LECTURE
AHIS BC2001,DRAWING STUDIO,"This course delves into drawing as an expansive, exploratory practice that underpins all forms of visual art. Designed primarily as a hands-on workshop, the class is enriched with slide lectures, video presentations, and field trips. Throughout the semester, students will engage in individual and group critiques, fostering dialogue about their work. Beginning with still life and progressing to drawings of artworks, artifacts, and figure studies, the course investigates drawing as a dynamic practice connected to a wide array of visual cultures.",Jozefina Chetko,9:00am,12:10pm,00065,,X2001-20252-001,,BARNARD SUMMER PROGRAMS,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/X2001-20252-001/,402 Diana Center,,,3,,MW,20252AHIS2001X001,STUDIO
AHIS BC2001,DRAWING STUDIO,"This course delves into drawing as an expansive, exploratory practice that underpins all forms of visual art. Designed primarily as a hands-on workshop, the class is enriched with slide lectures, video presentations, and field trips. Throughout the semester, students will engage in individual and group critiques, fostering dialogue about their work. Beginning with still life and progressing to drawings of artworks, artifacts, and figure studies, the course investigates drawing as a dynamic practice connected to a wide array of visual cultures.",Jozefina Chetko,9:00am,12:10pm,00066,,X2001-20252-002,,BARNARD SUMMER PROGRAMS,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/X2001-20252-002/,To be announced,,,3,,MW,20252AHIS2001X002,STUDIO
AHIS BC2017,Cell Phone Photography: Exploring Digita,"Today’s cell phones are equipped with cameras that far surpass those used by the pioneers of digital photography, offering superior resolution and multi-sensor capabilities that revolutionize how we capture and process images. This course explores the creative and technical potential of smartphone photography, focusing on accessible tools and workflows that empower students to produce compelling digital works. The curriculum emphasizes post-production and digital media techniques over traditional camera mastery. Students will develop foundational skills in Adobe Suite applications, including Lightroom and Photoshop for photo editing and After Effects and Premiere for video production. We will also discuss the integration of artificial intelligence in modern photography, examining how AI enhances editing processes and opens new creative possibilities. A significant part of the course will address fundamental questions of light in photography, the use of RAW formats—offered by many smartphones but seldom understood—and the structure of digital image files. Students will also learn about post-production techniques for preparing images for print, as well as for projection or display on digital screens, ensuring a comprehensive understanding of the end-to-end digital photography workflow. Thinking Locally: Street photography serves as a central theme in this course, encouraging students to document the vibrant life of New York City through weekly assignments. A guided photo walk in Harlem will provide hands-on experience in capturing unique, candid moments. Ethical considerations will be a key focus, addressing topics like consent, privacy, and best practices for interacting with subjects. Discussions will be complemented by readings, critiques, and a guest lecture from a professional street photographer. By the end of the course, students will have transformed their understanding of smartphone photography, creating works that push the boundaries of accessible technology while building a strong foundation in contemporary digital media.",Jozefina Chetko,9:00am,12:10pm,00025,,X2017-20252-001,Cell Phone Photography,BARNARD SUMMER PROGRAMS,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/X2017-20252-001/,402 Diana Center,,,3,,TR,20252AHIS2017X001,STUDIO
AHIS BC2017,Cell Phone Photography: Exploring Digita,"Today’s cell phones are equipped with cameras that far surpass those used by the pioneers of digital photography, offering superior resolution and multi-sensor capabilities that revolutionize how we capture and process images. This course explores the creative and technical potential of smartphone photography, focusing on accessible tools and workflows that empower students to produce compelling digital works. The curriculum emphasizes post-production and digital media techniques over traditional camera mastery. Students will develop foundational skills in Adobe Suite applications, including Lightroom and Photoshop for photo editing and After Effects and Premiere for video production. We will also discuss the integration of artificial intelligence in modern photography, examining how AI enhances editing processes and opens new creative possibilities. A significant part of the course will address fundamental questions of light in photography, the use of RAW formats—offered by many smartphones but seldom understood—and the structure of digital image files. Students will also learn about post-production techniques for preparing images for print, as well as for projection or display on digital screens, ensuring a comprehensive understanding of the end-to-end digital photography workflow. Thinking Locally: Street photography serves as a central theme in this course, encouraging students to document the vibrant life of New York City through weekly assignments. A guided photo walk in Harlem will provide hands-on experience in capturing unique, candid moments. Ethical considerations will be a key focus, addressing topics like consent, privacy, and best practices for interacting with subjects. Discussions will be complemented by readings, critiques, and a guest lecture from a professional street photographer. By the end of the course, students will have transformed their understanding of smartphone photography, creating works that push the boundaries of accessible technology while building a strong foundation in contemporary digital media.",Jozefina Chetko,9:00am,12:10pm,00026,,X2017-20252-002,Cell Phone Photography,BARNARD SUMMER PROGRAMS,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/X2017-20252-002/,402 Diana Center,,,3,,TR,20252AHIS2017X002,STUDIO
AHIS OC3431,CONTEMPORARY ART AND ARCHITECTURE AT THE,"AHIS3431 Contemporary Art and Architecture at the Venice Biennale. 3 points
  
Prerequisites: None
  
Instructor: Alexander Alberro 
  
This course introduces the relationship between contemporary artistic practices and the Venice Biennale. The Biennale has become one of the most important international contemporary art and architecture fairs. This course will expose students to the historical, political, and cultural developments linked to the biennale from its inception in 1895 to present day. In addition to regular class meetings with slide lectures and seminar-style discussion in the classroom, students will visit exhibition spaces located in the historical pavilions of the giardini (fair gardens), the arsenale (a 16th century warehouse space now used to host sections of this contemporary art installations), and other temporary venues located throughout the city as we investigate not only the art, but also the unique spaces in which we encounter it. Beyond a focus on the history of the Venice Biennale, the course will introduce some of the key concepts of contemporary art as they have developed in the past three or so decades.
  
Counts toward the Art History Major/Concentration at Columbia.
  
To enroll in this course, you must apply to the
 
Columbia in Venice
 
program through the Center for Undergraduate Global Engagement (UGE).
 
Global Learning Scholarship
 available. 
Tuition
 charges apply.
  
Please note the program dates are different from the Summer Sessions Terms. Visit the 
UGE
 
website for the start and end dates for the Columbia in Venice program.",Alexander Alberro,,,10571,,O3431-20252-001,ART/ARCH VENICE BIENNALE,Global Programs,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/O3431-20252-001/,,In-Person,,3,IS3431,,20252AHIS3431O001,SEMINAR
AHIS OC3472,"Museums for Paris, 1793   Today","AHIS3472OC​: 
Museums for Paris, 1793-Today
, 3 credits
 Instructor 
Barthélemy Glama
, Senior Advisor to the President-Director of the Louvre Museum
  
This course explores the evolving role of museums in Paris from the transformative era of the French Revolution to the present day. Through a combination of in-class discussions and weekly site visits, 
Museums for Paris, 1793–Today
 traces how museums in the French capital have served as dynamic spaces for nation- and city-building. Each week addresses different museum types – from the revolutionary Louvre to the most recent Bourse de Commerce-Pinault Collection – providing insight into the impulses behind collecting, the narratives constructed around the display of objects, and the emergence of Paris as a political, cultural, and global (or imperial) center.
  
To enroll in this course, you must apply to the 
Columbia Summer Art History in Paris
 program through the Center for Undergraduate Global Engagement (UGE).  
Global Learning Scholarships available.
  
Tuition
 
charges apply. 
  
Please note the program dates are different from the Summer Session Terms. Visit the 
UGE 
website for the start and end dates for the Columbia in Summer in Paris program.
  
Please email uge@columbia.edu with any questions you may have.",,,,11272,,O3472-20252-001,"Museums for Paris, 1793-T",Global Programs,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/O3472-20252-001/,,In-Person,,3,IS3472,,20252AHIS3472O001,LECTURE
AHIS OC3682,ISSUES IN 19TH C FRENCH P,"AHIS3682OC. Issues in Nineteenth Century Art.
 3 points. 
Taught in English.
  
Instructor Nicolas Baudouin, Instructor in Art History. 
  
We will  focus on a key artistic period that is full of upheavals. We will particularly consider the affirmation of the individuality of the artist in relation to the institutions and great pictorial movements that have marked the history of French painting of that time.
  
To enroll in this course, you must apply to the 
Columbia Summer in Paris
 program through the Center for Undergraduate Global Engagement (UGE).  
Global Learning Scholarships available.
  
Tuition 
charges apply. 
  
Please note the program dates are different from the Summer Session Terms. Visit the 
UGE
 website for the start and end dates for the Columbia in Summer in Paris program.
  
Please email uge@columbia.edu with any questions you may have.",,,,10686,,H3682-20252-001,ISSUES IN 19TH C FRENCH ART,Global Programs,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/H3682-20252-001/,,In-Person,,3,IS3682,,20252AHIS3682H001,LECTURE
AHIS OC4047,"Paris Architecture & Urbanism, 1750   19","AHIS4047OC: 
Paris Architecture and Urbanism 1750-1940
, 3 credits
 Instructor 
Barry Bergdoll
, Meyer Schapiro Professor of Art History at Columbia University
  
This course introduces students simultaneously to the main developments in French architecture from the Enlightenment to the eve of the Second World War and to the main lines of the urban development of the capital city of Paris.   Site visits are an integral part of the course which will take students at least once a week on in-depth visits to buildings and to see architecture at first hand and to understand the complex evolution of urban form.
  
To enroll in this course, you must apply to the 
Columbia Summer Art History in Paris
 program through the Center for Undergraduate Global Engagement (UGE).  
Global Learning Scholarships available.
  
Tuition
 
charges apply. 
  
Please note the program dates are different from the Summer Session Terms. Visit the 
UGE 
website for the start and end dates for the Columbia in Summer in Paris program.
  
Please email uge@columbia.edu with any questions you may have.",,,,11062,,O4047-20252-001,Paris Architecture & Urba,Global Programs,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/O4047-20252-001/,,In-Person,,3,IS4047,,20252AHIS4047O001,LECTURE
AHIS OC4430,Arts in Venice,"Prerequisites: None
  
Instructor: Johanna M.H. Fassl
  
Syllabus, Art in Venice
  
This course examines the art, architecture, and culture of Venice from the 14th to the 18th century. The goal of the curriculum is for students to acquire a firm visual literacy in order to read works of Venetian art and to familiarize themselves with the methods of art history. The course is set up as a field study, using the city as classroom and supporting site visits in and outside of Venice. The goal is to provide students with a solid visual knowledge and historical understanding of a set of key monuments, and to encourage them to think through the social, political, cultural, and intellectual forces at play in the creation of these works. Each day's choice of monuments is based on a walkable itinerary, visiting churches, confraternities, cloisters, palaces, and museums. Day trips include excursions to Padua and the Palladian villas in Vicenza and the Veneto.
  
Counts toward the Art History Major/Concentration at Columbia.
  
To enroll in this course, you must apply to the
 
Columbia in Venice
 
program through the Center for Undergraduate Global Engagement (UGE).
 
Global Learning Scholarships 
available. 
Tuition
 charges apply.
  
Please note the program dates are different from the Summer Sessions Terms. Visit the
 
UGE
 
website for the start and end dates for the Columbia in Venice program.
  
Please email 
uge@columbia.edu
 with any questions you may have.",,,,10570,,O4430-20252-001,ART IN VENICE,Global Programs,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/O4430-20252-001/,,In-Person,,3,,,20252AHIS4430O001,SEMINAR
AHIS S2314,MASTERS OF THE BAROQUE,"This course examines three masters of European Baroque art—Gianlorenzo Bernini (1598-1680), Diego Velázquez (1599-1660), and Rembrandt van Rijn (1606-1669)—artists who are all well represented in the permanent collection of the Metropolitan Museum of Art. Through classroom discussions and museum visits, we will examine Baroque art as part of a continuing and developing accumulation of forms and ideas throughout the 17th century, and consider the impact these artists had on their contemporaries and in ensuing centuries. Roughly half of the class sessions take place at the Metropolitan Museum, a luxury that allows for close, firsthand analysis of art, but it is not an art appreciation course. It is a history course concerned with a study of ideas, artists, and visual facts and their application to emerging art forms within their cultural-historical context. In addition to developing a critical eye, the class is intended to develop analytical thinking and communication skills as well as knowledge of the subject matter.",Lindsey P Schneider,1:00pm,4:10pm,10607,,S2314-20252-001,,Summer Session (SUMM),AHIS,,https://doc.sis.columbia.edu/subj/AHIS/S2314-20252-001/,806 Schermerhorn Hall [SCH],In-Person,,3,,TR,20252AHIS2314S001,LECTURE
AHIS S3010,EVAL THE EVID OF AUTHENTICITY,"The adjudged authenticity of a work of art is fundamental in determining its value as a commodity on the art market or, for example, in property claim disputes or in issues of cultural property restitution. Using case studies some straightforward and others extremely vexing--this course examines the many ways in which authenticity is measured through the use of provenance and art historical research, connoisseurship, and forensic resources. From within the broader topics, finer issues will also be explored, among them, the hierarchy of attribution, condition and conservation, copies and reproductions, the period eye and the style of the marketplace.",Lynn Catterson,1:00pm,4:10pm,10605,,S3010-20252-001,EVAL THE EVID OF AUTHENTI,Summer Session (SUMM),AHIS,,https://doc.sis.columbia.edu/subj/AHIS/S3010-20252-001/,832 Schermerhorn Hall [SCH],In-Person,,4,,MW,20252AHIS3010S001,SEMINAR
AHIS S3010,EVAL THE EVID OF AUTHENTICITY,"The adjudged authenticity of a work of art is fundamental in determining its value as a commodity on the art market or, for example, in property claim disputes or in issues of cultural property restitution. Using case studies some straightforward and others extremely vexing--this course examines the many ways in which authenticity is measured through the use of provenance and art historical research, connoisseurship, and forensic resources. From within the broader topics, finer issues will also be explored, among them, the hierarchy of attribution, condition and conservation, copies and reproductions, the period eye and the style of the marketplace.",Lynn Catterson,1:00pm,4:10pm,10612,,S3010-20252-002,EVAL THE EVID OF AUTHENTI,Summer Session (SUMM),AHIS,,https://doc.sis.columbia.edu/subj/AHIS/S3010-20252-002/,930 Schermerhorn Hall [SCH],In-Person,,4,,MW,20252AHIS3010S002,SEMINAR
AHIS S3107,Constructing the Sacred in Ancient Greec,"This course examines the conception and spatialization of religious experience in ancient Greece through brief chronological surveys and thematic case studies. Definitions of “sacred,” “ritual,” and “divine” will frame lectures and class discussions on cult locations and religious architecture in mainland Greece and western Asia Minor from the Archaic (8th century BCE) to the Early Roman Imperial (2nd century CE) periods.
  
The architectural articulation of sanctuaries will be observed in relation to socio-political, historical, and artistic conditions in which these spaces were formed and existed. Case studies will involve both conventional (e.g., athletic) and idiosyncratic (e.g., healing, mystery performances) cult practices.
  
The second half of the summer session will focus on the materiality of the sacred through smallscale dedications and will make use of the vast collections of the Metropolitan Museum. Finally, we will observe NYC’s urban fabric in walking tours where we consider Greek Revival architecture and phenomena such as continuity, transformation, de-sacralization, and secularization.",Muge Arseven,1:00pm,4:10pm,11275,,W3107-20252-001,Constructing the Sacred,Summer Session (SUMM),AHIS,,https://doc.sis.columbia.edu/subj/AHIS/W3107-20252-001/,934 Schermerhorn Hall [SCH],In-Person,,3,,MW,20252AHIS3107W001,SEMINAR
AHIS S3426,JACKSON POLLOCK & THE NY SCHOOL,"Coming on the heels of the MoMA's blockbuster exhibit, this seminar will trace the rise and fall of Abstract Expressionism, from its pre-World War II precipitates in Europe (Surrealism) and in America (Regionalism), to the crucial moment when, as scholar Serge Guilbaut has argued, New York 'stole' the idea of modern art, and finally, through the decade when Pop Art rendered Abstract Expressionism obsolete. Although special emphasis will be given to Jackson Pollock, whose persona and work reside at the literal and figurative center of the movement, we will also look closely at works by Mark Rothko, Clyfford Still, Willem DeKooning, Lee Krasner, Louise Bourgeois, Helen Frankenthaler, Eva Hesse, Robert Rauschenberg, Jasper Johns and Cy Twombly. Class lectures and presentations will be supplemented with trips to New York's world-renowned museums.",Kent M Minturn,1:00pm,4:10pm,10644,,S3426-20252-002,JACKSON POLLOCK & THE NY,Summer Session (SUMM),AHIS,,https://doc.sis.columbia.edu/subj/AHIS/S3426-20252-002/,934 Schermerhorn Hall [SCH],In-Person,,3,,TR,20252AHIS3426S002,SEMINAR
AHIS S3441,NYC AND THE HISTORY OF MUSEUM,"This course will introduce students to the history of museums and display practices through New York collections. The birth of the museum as a constitutive element of modernity coincides with the establishment of European nation states. Throughout the course of the nineteenth century, museums were founded in major European and American cities to classify objects, natural and manmade, from plants and fossils to sculpture and clothing. This course presents the alternate art history that can be charted through an examination of the foundation and development of museums from cabinets of curiosity to the collection-less new museums currently being built in the Middle East and beyond. We will consider broad thematic issues such as nationalism, colonialism, canon formation, the overlapping methods of anthropology and art history, and the notion of 'framing' from the architectural superstructure to exhibition design. We will visit a wide variety of museums from the American Museum of Natural History to the Metropolitan Museum of Art to the National September 11 Memorial and Museum as in-depth case studies of more general concepts. Students will have the opportunity to meet museum educators, conservators and curators through on site teaching in a variety of institutions.",Risham Majeed,1:00pm,4:10pm,10606,,S3441-20252-001,NYC AND THE HISTORY OF MU,Summer Session (SUMM),AHIS,,https://doc.sis.columbia.edu/subj/AHIS/S3441-20252-001/,930 Schermerhorn Hall [SCH],In-Person,,4,,TR,20252AHIS3441S001,SEMINAR
AHIS S3441,NYC AND THE HISTORY OF MUSEUM,"This course will introduce students to the history of museums and display practices through New York collections. The birth of the museum as a constitutive element of modernity coincides with the establishment of European nation states. Throughout the course of the nineteenth century, museums were founded in major European and American cities to classify objects, natural and manmade, from plants and fossils to sculpture and clothing. This course presents the alternate art history that can be charted through an examination of the foundation and development of museums from cabinets of curiosity to the collection-less new museums currently being built in the Middle East and beyond. We will consider broad thematic issues such as nationalism, colonialism, canon formation, the overlapping methods of anthropology and art history, and the notion of 'framing' from the architectural superstructure to exhibition design. We will visit a wide variety of museums from the American Museum of Natural History to the Metropolitan Museum of Art to the National September 11 Memorial and Museum as in-depth case studies of more general concepts. Students will have the opportunity to meet museum educators, conservators and curators through on site teaching in a variety of institutions.",Risham Majeed,1:00pm,4:10pm,10613,,S3441-20252-002,NYC AND THE HISTORY OF MU,Summer Session (SUMM),AHIS,,https://doc.sis.columbia.edu/subj/AHIS/S3441-20252-002/,930 Schermerhorn Hall [SCH],In-Person,,4,,TR,20252AHIS3441S002,SEMINAR
