course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_culpa_link,instructor_culpa_nugget,instructor_culpa_reviews_count,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
CLCZ GU4035,THE WRITERS OF PRAGUE,"A survey of the Czech, German, and German-Jewish literary cultures of Prague from 1910 to 1920. Special attention to Hašek, ÄŒapek, Kafka, Werfel, and Rilke. Parallel reading lists available in English and in the original.
",Christopher W Harwood,,,10059,Morningside,W4035-20212-001,,Slavic Languages,CLCZ,http://culpa.info/professors/1826,silver,4.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/CLCZ/W4035-20212-001/,,In-Person,,3,,,20212CLCZ4035W001,LECTURE
CLRS GU4037,"Poets, Rebels, Exiles: 100 Years of Russ","Poets, Rebels, Exiles examines the successive generations of the most provocative and influential Russian and Russian Jewish writers and artists who brought the cataclysm of the Soviet and post-Soviet century to North America. From Joseph Brodsky—the bad boy bard of Soviet Russia and a protégé of Anna Akhmatova, who served 18 months of hard labor near the North Pole for social parasitism before being exiled—to the most recent artistic descendants, this course will interrogate diaspora, memory, and nostalgia in the cultural production of immigrants and exiles.
",Anna Katsnelson,,,10018,Morningside,W4037-20212-001,"POETS, REBELS, EXILES",Slavic Languages,CLRS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/CLRS/W4037-20212-001/,,Hybrid,,3,,,20212CLRS4037W001,SEMINAR
CPLS GR6825,"Race, Caste and the University","B. R. Ambedkar is arguably one of Columbia University’s most illustrious alumni, and a democratic thinker and constitutional lawyer who had enormous impact in shaping India, the world’s largest democracy. As is well known, Ambedkar came to Columbia University in July 1913 to start a doctoral program in Political Science. He graduated in 1915 with a Masters degree, and got his doctorate from Columbia in 1927 after having studied with some of the great figures of interwar American thought including Edwin Seligman, James Shotwell, Harvey Robinson, and John Dewey.  This course follows the model of the Columbia University and Slavery course and draws extensively on the relevant holdings and resources of Columbia’s RBML, Rare Books and Manuscript Library Burke Library (Union Theological Seminar), and the Schomburg Center for Research in Black Culture among others to explore a set of relatively understudied links between Ambedkar, Columbia University, and the intellectual history of the interwar period. Themes include: the development of the disciplines at Columbia University and their relationship to new paradigms of social scientific study; the role of historical comparison between caste and race in producing new models of scholarship and political solidarity; links between figures such as Ambedkar, Lala Lajpat Rai, W. E. B. Du Bois and others who were shaped by the distinctive public and political culture of New York City, and more.      This is a hybrid course which aims to create a finding aid for B. R. Ambedkar that traverses RBML private papers. Students will engage in a number of activities towards that purpose. They will attend multiple instructional sessions at the RBML to train students in using archives; they will make public presentations on their topics, which will be archived in video form; and students will produce digital essays on a variety of themes and topics related to the course. Students will work collaboratively in small groups and undertake focused archival research.  
",Anupama Rao,1:10pm,2:25pm,10030,Morningside,G6825-20212-001,"Race, Caste and the Unive","Comparative Literature and Society, Institute for",CPLS,http://culpa.info/professors/928,silver,28.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/CPLS/G6825-20212-001/,To be announced,Hybrid 20-79,,4,,MW,20212CPLS6825G001,SEMINAR
CPLS GU4802,Contradictions of Care: From Intimacy to,"Care is central to the interpersonal claim that is made by the other. It is a response that recognizes and satisfies a need. Care can be motivated by pain and sorrow, but also by desire and the desire for recognition. But while care is a fundamental aspect of healing, it can also be a demand that extracts obligations and liabilities. Care is an ambiguous concept that always already contains or is determined by its oppositions; we will begin by analyzing the concept of care itself, drawing on resources from the history and philosophy of medicine as well as literary sources. Ideals of care that many of us have for our loved ones are difficult to render at scale, and are often in tension with the for-profit motivations behind the development of medications, the administration of healthcare services, and the distribution of goods. We will consider the sorts of compromises that are made every day through readings in literature, history, political science and philosophy and also through first-person experience in the form of a practicum that that will run parallel to the course.
",Arden A Hegele,10:10am,12:00pm,10016,Morningside,W4802-20212-001,CONTRADICTIONS OF CARE,"Comparative Literature and Society, Institute for",CPLS,http://culpa.info/professors/12937,,2.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/CPLS/W4802-20212-001/,To be announced,Hybrid,,3,,R,20212CPLS4802W001,SEMINAR
CPLS UN3333,EAST/WEST FRAMETALE NARRATIVES,"A study of frame tale collections from India, Persia, the Middle East, and Western Europe from the 5th century C.E. through the 17th century. We will trace the development of short story/novella from their oral traditions and written reworkings, studying such texts as 1001 Nights, Kalila wa-Dimnah, Scholar’s Guide, and the works of Boccaccio, Marguerite de Navarre, Cervantes, and María de Zayas. This is a Global Core course. Application Instructions: E-mail Professor Patricia E. Grieve (peg1@columbia.edu) no later than November 17, with the subject heading Application: E/W Frametale Narratives. In your message, include basic information: your name, school, major, year of study, and relevant courses taken, along with a brief statement about why you are interested in taking the course. Applicants will be notified of decisions within a week.
",Patricia E Grieve,12:10pm,2:00pm,10029,Morningside,W3333-20212-001,EAST/WEST FRAMETALE NARRA,"Comparative Literature and Society, Institute for",CPLS,http://culpa.info/professors/1594,,14.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/CPLS/W3333-20212-001/,ONLINE ONLY,Hybrid,,4,,MW,20212CPLS3333W001,SEMINAR
CPLS UN3995,SENIOR THESIS IN COMP LIT/SOC,"Students who decide to write a senior thesis should enroll in this tutorial. They should also identify, during the fall semester, a member of the faculty in a relevant department who will be willing to supervise their work and who is responsible for assigning the final grade. The thesis is a rigorous research work of approximately 40 pages (including a bibliography formatted in MLA style). It may be written in English or in another language relevant to the students scholarly interests. The thesis should be turned in on the announced due date as hard copy to the Director of Undergraduate Studies.
",Tommaso Manfredini,,,10019,Morningside,V3995-20212-001,SENIOR THESIS IN COMP LIT,"Comparative Literature and Society, Institute for",CPLS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/CPLS/V3995-20212-001/,,Hybrid,,3,,,20212CPLS3995V001,INDEPENDENT
CSER UN1040,CRIT APPRO-STUDY OF ETH & RACE,"This course provides an introduction to central approaches and concepts animating the investigation of race and ethnicity. We will not treat either of these categories of difference as a given, nor as separable from other axes of social difference. Rather, we will apply an interdisciplinary and intersectional framework to illuminate how these concepts have come to emerge and cohere within a number of familiar and less familiar socio-cultural and historical contexts. We will consider how racial and ethnic differentiation as fraught but powerful processes have bolstered global labor regimes and imperial expansion projects; parsed, managed, and regulated populations; governed sexed and gendered logics of subject and social formation; and finally, opened and constrained axes of self-understanding, political organization, and social belonging. Special attention will be given to broadening students understanding of racial and ethnic differentiation beyond examinations of identity. Taken together, theoretical and empirical readings, discussions, and outside film screenings will prepare students for further coursework in race and ethnic studies, as well as fields such as literary studies, women’s studies, history, sociology, and anthropology.
",Jennifer Lee,2:10pm,4:00pm,10090,Morningside,W1040-20212-001,CRIT APPRO-STUDY OF ETH &,"Ethnicity and Race, Center for",CSER,http://culpa.info/professors/13798,,2.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/CSER/W1040-20212-001/,ONLINE ONLY,On-Line Only,,3,,TR,20212CSER1040W001,LECTURE
CSER UN3947,Transpacific Media Cultures,"Transpacific Media Cultures underscores the flows and movements of culture, media, ideas, and
 communities in, around, and along the Pacific, including Asia, the Americas, and Oceania. This
 course is designed to introduce students to a diverse set of contemporary media productions that
 are attuned to social, political, and cultural issues across the transpacific. Some of the topics
 discussed include race, gender, and sexuality in a networked world; migrant labor; indigenous
 rights; the ethics of new media; and, the intersections of media and social justice. Because this
 course takes on the study of media from a transpacific and global lens, it necessarily must
 contend with and consider seriously various literacies and uneven forms of knowledge creations
 in different locales. To that end, we will be studying different forms of cultural productions
 (including film, video, multimedia, transmedia storytelling, and poetry) that reveal the
 multiplicities, differences, and nuances of worldmaking.
",Viola Lasmana,4:10pm,5:25pm,10089,Morningside,W3947-20212-001,Transpacific Media Cultur,"Ethnicity and Race, Center for",CSER,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/CSER/W3947-20212-001/,ONLINE ONLY,On-Line Only,,4,,TR,20212CSER3947W001,SEMINAR
EAEE E6150,INDUSTRIAL CATALYSIS,"Prerequisites: (EAEE E4550) or equivalent, or instructors permission. Fundamental principles of kinetics, characterization and preparation of catalysts for production of petroleum products for conventional transportation fuels, specialty chemicals, polymers, food products, hydrogen and fuel cells and the application of catalysis in biomass conversion to fuel. Update of the ever changing demands and challenges in environmental applications, focusing on advanced catalytic applications as described in modern literature and patents.
",Robert Farrauto,,,10068,Morningside,E6150-20212-001,,Earth and Environmental Engineering,EAEE,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/EAEE/E6150-20212-001/,,On-Line Only,,3,EAEE E4550,,20212EAEE6150E001,LECTURE
FREN BC3002,TRANSLATING THEATRE WKSHP,"Prerequisites: Application required through Prof Laurie Postlewate A workshop format course offered at Reid Hall in Paris, France combining hands-on translation (French to English) with study and discussion of theoretical and dramaturgical issues specific to translating theatre. Students will attend performances of the plays from which they are translating. One week of the course will include collaborative work with a student group from the École Normale Supérieure-Paris.
",Laurie Postlewate,9:00am,12:00pm,00001,Barnard College,X3002-20212-001,,French @Barnard,FREN,http://culpa.info/professors/1169,gold,17.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/FREN/X3002-20212-001/,To be announced,,,3,,MTWRF,20212FREN3002X001,WORKSHOP
GEOR GU4042,CLT HERITAGE: A GEOR CASE STUDY,"This seminar brings anthropological perspectives to bear on the practices and ideologies of cultural heritage in the Republic of Georgia today, whee culture has proven a key political and economic pawn in a context of ongoing postsocialist struggle.......
",Lauren E Ninoshvili,,,10015,Morningside,W4042-20212-001,CLT HERITAGE: A GEOR CASE,Slavic Languages,GEOR,http://culpa.info/professors/2763,,4.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/GEOR/W4042-20212-001/,,Hybrid,,3,,,20212GEOR4042W001,SEMINAR
GERM BC2050,"VIENNA EXPERIENCE:CULTURE, HISTORY, LANG","Prerequisites: (GERM UN1102) Or the equivalent based on a language placement test taken with Professor Motyl. In this intensive four-week summer study abroad language and culture course in Vienna, students will practice and expand their German-language skills on the Intermediate level in real-life situations by exploring Austrian culture, history and politics in one of Europes most diverse cities. Students will experience language and culture first-hand. Aside from practicing and developing their linguistic competency and ability to engage in critical thinking in German, students will develop cultural literacy and broaden global competence (Prerequisite: GERM UN1102).
",Irene Motyl,9:00am,12:00pm,00002,Barnard College,X2050-20212-001,"VIENNA EXPERIENCE:CUL,HIS",German @Barnard,GERM,http://culpa.info/professors/1002,silver,14.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/GERM/X2050-20212-001/,To be announced,,,3,"GERM UN1102
GERM UN1102",MTWRF,20212GERM2050X001,LANGUAGE
GERM S1115,ACCELERATED ELEM READING I/II,"Prerequisites: no previous knowledge of German required, but some background is strongly recommended. This accelerated survey of German grammar, reading techniques, and dictionary skills is designed primarily for graduate students preparing for reading proficiency exams or wishing to do research in German-language literature. In addition to translation, the course focuses on strategies for extracting general and specific information from German texts (skimming and scanning) and judging their relevance for a specific research purpose. Reading texts take students' fields of study into consideration. Although this course does not satisfy any part of the foreign language requirement for degree candidates, successful completion of the translation on the final exam fulfills the German reading proficiency requirement in most graduate programs. Students are advised that this course is a full-time commitment. Students should expect to study 2 hours every day for every hour spent in the classroom and additional time on weekends. Students who would like to gain speaking and listening skills are advised to enroll in the Intensive Elementary German I and II, or another appropriate German course. The Department of Germanic Languages will assist in selecting the appropriate course. Equivalent to GERM UN1113-UN1114 taught during regular semesters.
",Silja Weber,,,10050,Morningside,S1115-20212-001,ACCELERATED ELEM READING,Germanic Languages,GERM,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/GERM/S1115-20212-001/,,Hybrid,,4,"GERM UN1113
UN1114",,20212GERM1115S001,LECTURE
GERM S2101,INTERMEDIATE GERMAN I,"Prerequisites: Equivalent to GERM UN2101 Topics include personal interests, biographies, German unification, stereotypes, and German-American relations. Assignments and activities are diversified to integrate undergraduate and graduate students’ academic and personal interests. Upon successful completion of the course (with a minimum grade of B), students should achieve intermediate-high proficiency (ACTFL scale) in speaking, listening, reading, and writing German. Students are advised that this course is a full-time commitment. Students should expect to study 2 hours every day for every hour spent in the classroom and additional time on weekends. Students planning to study in Berlin in spring are advised to complete GERM S2101 in the Summer Session. The Department of Germanic Languages will assist in selecting the appropriate course. Equivalent to GERM UN2101 taught during the regular semesters.
",,,,10051,Morningside,S2101-20212-001,,Germanic Languages,GERM,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/GERM/S2101-20212-001/,,Hybrid,,4,"GERM S2101
GERM UN2101
GERM UN2101",,20212GERM2101S001,LANGUAGE
GERM S2102,INTERMEDIATE GERMAN II,"Prerequisites: Equivalent to GERM UN2102 Topics cover areas of German literature, history, art, and society. Students also read a German drama. Assignments and activities are diversified to integrate undergraduate and graduate students’ academic and personal interests. Intermediate-high to advanced-low proficiency (ACTFL scale) in speaking, listening, reading, and writing German is expected upon successful completion (with a minimum grade of B). Prepares students for advanced German, upper-level literature and culture courses and study in Berlin. Students are advised that this course is a full-time commitment. Students should expect to study 2 hours every day for every hour spent in the classroom and additional time on weekends. Students planning to study in Berlin in spring are advised to complete GERM S2102 in the Summer Session. The Department of Germanic Languages will assist in selecting the appropriate course. Equivalent to GERM UN2102 taught during the regular semesters.
",,,,10052,Morningside,S2102-20212-001,,Germanic Languages,GERM,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/GERM/S2102-20212-001/,,Hybrid,,4,"GERM S2102
GERM UN2102
GERM UN2102",,20212GERM2102S001,LANGUAGE
GERM UN1101,ELEMENTARY GERMAN I,"Upon completion of the course, students understand, speak, read, and write German at a level enabling them to communicate with native speakers about their background, family, daily activities, student life, work, and living quarters. Daily assignments and laboratory work.
",,,,10048,Morningside,V1101-20212-001,,Germanic Languages,GERM,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/GERM/V1101-20212-001/,,Hybrid,,4,,,20212GERM1101V001,LANGUAGE
GERM UN1102,ELEMENTARY GERMAN II,"Prerequisites: GERM UN1101 or the equivalent. Students expand their communication skills to include travel, storytelling, personal well-being, basic economics, and recent historical events. Daily assignments and laboratory work.
",,,,10049,Morningside,V1102-20212-001,,Germanic Languages,GERM,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/GERM/V1102-20212-001/,,Hybrid,,4,GERM UN1101,,20212GERM1102V001,LANGUAGE
HIST GR8861,INDUSTRIAL REVOLUTIONS,,,,,10061,Morningside,G8861-20212-001,,History,HIST,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/HIST/G8861-20212-001/,,On-Line Only,,4,,,20212HIST8861G001,COLLOQUIA
HIST GR8873,Climate and Inner Asian Empires,"Inner Asian empires, from the Huns to and Mongols and Manchus, were the political creation of pastoral nomads and other peoples who shared in their cultural sphere. Employing an interdisciplinary research approach that includes climate science, history, archaeology, anthropology and other disciplines this course will focus on case studies from different periods and regions to explore the potential impct of climate variability on their rise and fall.
",Nicola Di Cosmo,,,10067,Morningside,G8873-20212-001,Climate and Inner Asian E,History,HIST,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/HIST/G8873-20212-001/,,Hybrid,,4,,,20212HIST8873G001,SEMINAR
HIST GR8923,HISTORY IN ACTION,,Marwa Elshakry,,,10063,Morningside,G8923-20212-001,,History,HIST,http://culpa.info/professors/10305,,2.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/HIST/G8923-20212-001/,,Hybrid,,2,,,20212HIST8923G001,SEMINAR
HIST GU4061,"MEDIEVEL SOCIETY,POL&ETHICS",,Adam Kosto,,,10009,Morningside,W4061-20212-001,"MEDIEVEL SOCIETY,POL&ETHI",History,HIST,http://culpa.info/professors/699,silver,20.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/HIST/W4061-20212-001/,,Hybrid,,4,,,20212HIST4061W001,SEMINAR
HIST GU4223,PERSONALITY/SOC-19C RUSS THGHT,"Prerequisites: the instructors permission. A seminar reviewing some of the major works of Russian thought, literature, and memoir literature that trace the emergence of intelligentsia ideologies in 19th- and 20th-century Russia. Focuses on discussion of specific texts and traces the adoption and influence of certain western doctrines in Russia, such as idealism, positivism, utopian socialism, Marxism, and various 20th-century currents of thought. Field(s): MEU
",Richard S Wortman,,,10010,Morningside,W4223-20212-001,PERSONALITY/SOC-19C RUSS,History,HIST,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/HIST/W4223-20212-001/,,Hybrid,,4,,,20212HIST4223W001,SEMINAR
HIST GU4481,"CULTURE, MEMORY, CRISIS IN US",,Hilary-Anne Hallett,,,10011,Morningside,W4481-20212-001,"CULTURE, MEMORY, CRISIS I",History,HIST,http://culpa.info/professors/3684,,2.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/HIST/W4481-20212-001/,,Hybrid,,4,,,20212HIST4481W001,SEMINAR
HIST GU4943,MODERN BALKAN HISTORIES,"The Balkans, Winston Churchill famously said, “produce more history than they can consume.” In this course, we will consume recent scholarship on Yugoslavia, Bulgaria, Romania, and Albania in the twentieth century. The course will not provide a comprehensive coverage of these countries. Rather, we will address select historical key episodes and discuss how historians have addressed specific historiographical challenges: Is there such an entity as the “Balkan”? How does its history relate to European history? How do we understand nations, ethnicity, and identity? What historical perspectives in addition to political history are available to understand processes of state-building?
",,,,10012,Morningside,W4943-20212-001,,History,HIST,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/HIST/W4943-20212-001/,,Hybrid,,4,,,20212HIST4943W001,SEMINAR
HIST GU4945,SPORT & SOCIETY IN EASTERN EUROPE,"This seminar examines the history of sport in twentieth century Eastern Europe including the Soviet Union. We will explore the rise of athleticism and mass sports in the context of state-building in East Central Europe; the intimate link between politics, globalization, and spectator sports; and debate how sport promised to help the revolutionary cause. Moving into the postwar era, we will question whether sport is truly war without the shooting and explore new ways in which historians conceptualize sport in the Cold War. We will also read two national histories written through the lens of football and think about how cultural ideas of sex and gender determine the course of sport history and vice versa. The course is structured around readings and discussion sections and will culminate in a final research paper. The course offers participants the opportunity to refine their professional skills as historians through in-built peer-review processes and a class-internal conference. Although there are no formal prerequisites, familiarity with the broad outlines of twentieth century Central and Eastern European history is of significant advantage.
",,,,10013,Morningside,W4945-20212-001,SPORT & SOCIETY IN EASTER,History,HIST,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/HIST/W4945-20212-001/,,Hybrid,,4,,,20212HIST4945W001,SEMINAR
HIST UN2003,Empire & Nation-Building East Central Eu,"This lecture course investigates nation-building as a process of decolonization of Europe’s land empires (Ottoman, German, Russian, and Habsburg) from 18th century to present. It was a turbulent historical process: decolonization of European East’s ‘small peoples’ paved the way to anti-imperial and anti-colonial movements outside Europe only to be crushed, in the mid-twentieth-century, by imperial politics of Hitler’s Germany and the Soviet Union. We will study different ways in which culture – local languages, vernacular heritage, religion, and material culture – became politically weaponized to achieve goals of national self-determination and social revolution. Throughout the 19th and 20th century nation-building in the European East produced particular forms of non-Western modernity that found expression in built environments, visual arts, letters, music, public activism, and domestic sphere. We will study how resistance and enforced accommodation to Empire turned into spaces of cultural production, mass movements, economic upheaval, state-building, and last but not least, physical violence. Finally, we will investigate how ordinary Eastern Europeans experienced and gave meaning to the processes of nation-building. The course is intended for students interested in cultural, intellectual, social and gender history, histories of nationalism and communism, as well as local and transnational histories of Eastern European ‘peoples’ (Jewish, Muslim, Christian Slavic; German, Russian, Polish, Czech, Hungarian, Romanian, Bulgarian, Southern Slavic/Yugo-Slav, Greek, and Roma).
",Malgorzata Mazurek,,,10001,Morningside,W2003-20212-001,Emp & Nation-Bldg East Ct,History,HIST,http://culpa.info/professors/13376,,2.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/HIST/W2003-20212-001/,,Hybrid,,4,,,20212HIST2003W001,LECTURE
HIST UN2478,US INTELLECTUAL HIST 1865-PRES,"This course examines major themes in U.S. intellectual history since the Civil War. Among other topics, we will examine the public role of intellectuals; the modern liberal-progressive tradition and its radical and conservative critics; the uneasy status of religion ina secular culture; cultural radicalism and feminism; critiques of corporate capitalism and consumer culture; the response of intellectuals to hot and cold wars, the Great Depression, and the upheavals of the 1960s. Fields(s): US
",Benjamin J Serby,,,10002,Morningside,W2478-20212-001,US INTELLECTUAL HIST 1865,History,HIST,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/HIST/W2478-20212-001/,,Hybrid,,4,,,20212HIST2478W001,LECTURE
HIST UN2577,US - MIDDLE EAST RELATIONS,,Paul T Chamberlin,,,10003,Morningside,W2577-20212-001,US - MIDDLE EAST RELATION,History,HIST,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/HIST/W2577-20212-001/,,Hybrid,,4,,,20212HIST2577W001,LECTURE
HIST UN3120,CENS/FREEDOM-EXPR-ERLY MOD EUR,,Elisheva Carlebach,,,10004,Morningside,W3120-20212-001,CENS/FREEDOM-EXPR-ERLY MO,History,HIST,http://culpa.info/professors/4961,silver,6.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/HIST/W3120-20212-001/,,In-Person,,4,,,20212HIST3120W001,SEMINAR
HIST UN3272,Modern Southeast Asian History,"This seminar explores the modern history of Southeast Asia, a diverse region of nearly a dozen nations that includes an extraordinary ethnic mix, all of the world’s major religions, and a broad spectrum of political systems. Considered one of the “main crossroads of the world,” we will explore
 the region’s modern history, including western colonial conquest, resistance struggles for decolonization, differing modes of economic development, thorough-going revolutions, and inter-ethnic violence set against the backdrop of increasing globalization.
",Lien-Hang Nguyen,,,10006,Morningside,W3272-20212-001,Modern Southeast Asian Hi,History,HIST,http://culpa.info/professors/13386,,1.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/HIST/W3272-20212-001/,,Hybrid,,4,,,20212HIST3272W001,SEMINAR
