course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
ADDN D6310,PRECLIN PEDS THEORY & TECHNIQUE,,,,,10049,,D6310-20263-082,PRECLIN PEDS THEORY & TEC,Dental and Oral Surgery,ADDN,https://doc.sis.columbia.edu/subj/ADDN/D6310-20263-082/,,In-Person,,0,,,20263ADDN6310D082,INDEPENDENT
ADDN D6311,PRECLINICAL DENTISTRY PERIODONTICS,,,,,10242,,D6311-20263-082,PRECLINICAL DENTISTRY PER,Dental and Oral Surgery,ADDN,https://doc.sis.columbia.edu/subj/ADDN/D6311-20263-082/,,In-Person,,0,,,20263ADDN6311D082,INDEPENDENT
ADDN D6312,PRECLINICAL DENTISTRY PROS LAB,,,,,10039,,D6312-20263-082,PRECLINICAL DENTISTRY PRO,Dental and Oral Surgery,ADDN,https://doc.sis.columbia.edu/subj/ADDN/D6312-20263-082/,,In-Person,,0,,,20263ADDN6312D082,INDEPENDENT
ADDN D6313,PRINCIPLES OF OCCLUSION,,,,,10089,,D6313-20263-082,,Dental and Oral Surgery,ADDN,https://doc.sis.columbia.edu/subj/ADDN/D6313-20263-082/,,In-Person,,0,,,20263ADDN6313D082,SEMINAR
ADDN D6317,DIGITAL DENTISTRY,,,,,10041,,D6317-20263-082,,Dental and Oral Surgery,ADDN,https://doc.sis.columbia.edu/subj/ADDN/D6317-20263-082/,,,,0,,,20263ADDN6317D082,INDEPENDENT
ADDN D8151,PRACTICE MANAGEMENT,,,,,10016,,D8151-20263-084,,Dental and Oral Surgery,ADDN,https://doc.sis.columbia.edu/subj/ADDN/D8151-20263-084/,,In-Person,,0,,,20263ADDN8151D084,INDEPENDENT
AFEN BC3516,WATER WORLDS IN LITERARY IMAGINATION,"This interdisciplinary course surveys literary, cinematic, historical and other archival text representations of time and change in and around waterways in the Global South—oceanic, riverine, at the littoral and in hinterlands. It is animated by questions of how people live with water as horizon, resource, life-giving source, as ancestral boundaries and threat. We do so now in a time when climate change refocuses our dependencies upon, and vulnerabilities to, water.
  
Our themes are shaped by water’s influence on the rhythms of lives, and how these rhythms have been changed and are changing—deliberately, as in dam building and its aftermaths in lives, and through climate change.",Yvette Christianse,2:10pm,4:00pm,00123,,X3516-20263-001,WATER WORLDS LITERARY,Africana Studies (AFSB),AFEN,https://doc.sis.columbia.edu/subj/AFEN/X3516-20263-001/,To be announced,,Columbia College,4,,R,20263AFEN3516X001,SEMINAR
AFEN BC3815,SHANGE & DIGITAL STORYTELLING,"Prerequisites: Enrollment limited to 12 students. Permission of the instructor required. Interested students should complete the application at: 
https://bit.ly/AFEN3815
.  A poet, performance artist, playwright and novelist, Shange’s stylistic innovations in drama, poetry and fiction and attention to the untold lives of black women have made her an influential figure throughout American arts and in feminist history. We will examine Shange’s works through the dual lenses of “embodied knowledge” and historical context. In conjunction with our multidisciplinary analysis of primary texts, students will be introduced to archival research in Ntozake Shange’s personal archive at Barnard College.  Thus the  seminar provides an in-depth exploration of Shange's work and milieu as well as an introduction to digital tools, public research and archival practice. Students should have taken a course beyond the intro level from ONE of the following areas: American Literature (through the English Department), Africana Studies, American Studies, Theatre or Women's Studies. You can find more information and apply for the course at 
https://bit.ly/AFEN3815
.",Kim F Hall,2:10pm,4:00pm,00124,,X3815-20263-001,SHANGE & DIGITAL STORYTEL,Africana Studies (AFSB),AFEN,https://doc.sis.columbia.edu/subj/AFEN/X3815-20263-001/,To be announced,,Columbia College,4,"EN3815
EN3815",M,20263AFEN3815X001,SEMINAR
AFRS BC2004,INTRODUCTN TO AFRICAN STUDIES,"Interdisciplinary and thematic approach to the study of Africa, moving from pre-colonial through colonial and post-colonial periods to contemporary Africa. Focus will be on its history, societal relations, politics and the arts. The objective is to provide a critical survey of the history as well as the continuing debates in African Studies.",Abosede A George,10:10am,11:25am,00125,,X2004-20263-001,INTRODUCTN TO AFRICAN STU,Africana Studies (AFSB),AFRS,https://doc.sis.columbia.edu/subj/AFRS/X2004-20263-001/,To be announced,,Columbia College,3,,MW,20263AFRS2004X001,LECTURE
AFRS BC3010,Black Fashion and Dress Cultures,"This class is a cultural history of Black fashion and dress through the lens of the current Metropolitan Museum of Art Costume Institute’s exhibition 
Superfine: Tailoring Black Style
. 
Superfine 
presents a cultural and historical examination of Black dandyism, from Enlightenment England to contemporary incarnations in the cosmopolitan art and fashion worlds of Paris, London, and New York.
  
 
  
Historical manifestations of dandyism range from absolute precision in dress and tailoring to flamboyance and fabulousness in self-presentation. The 
Superfine
 exhibition uses dandyism to chronicle the ways in which Black people have used dress and fashion to transform the identities they were given and to propose new ways of embodying political and social possibilities. Interpreting Black dandyism as both an aesthetics and a politics, this class emphasizes the importance of sartorial style to Black identity formation in the Atlantic diaspora.",Monica L Miller,2:10pm,4:00pm,00127,,X3010-20263-001,Black Fashion and Dress C,Africana Studies (AFSB),AFRS,https://doc.sis.columbia.edu/subj/AFRS/X3010-20263-001/,To be announced,,Columbia College,4,,T,20263AFRS3010X001,SEMINAR
AFRS BC3021,Queer Caribbean Critique,"This seminar analyzes the different critical approaches to studying same-sex desire in the Caribbean region. The region’s long history of indigenous genocide, colonialism, imperialism, and neo-liberalism, have made questions about “indigenous” and properly “local” forms of sexuality more complicated than in many other regions. In response, critics have worked to recover and account for local forms of same-sex sexuality and articulated their differences in critical and theoretical terms outside the language of “coming out” and LGBT identity politics. On the other hand, critics have emphasized how outside forces of colonialism, imperialism, and the globalization of LGBT politics have impacted and reshaped Caribbean same-sex desires and subjectivities. This course studies these various critical tendencies in the different contexts of the Anglophone, Francophone, Hispanophone, and Dutch Caribbean.",Maja Horn,12:10pm,2:00pm,00128,,X3021-20263-001,QUEER CARIBBEAN CRITIQUE,Africana Studies (AFSB),AFRS,https://doc.sis.columbia.edu/subj/AFRS/X3021-20263-001/,To be announced,,,4,,T,20263AFRS3021X001,SEMINAR
AFRS BC3110,THE AFRICANA COLLOQUIUM,"The Africana Studies Department offers special topics courses every year as colloquia. These colloquia provide opportunities for students to explore areas of particular interest within African Diasporic Studies in a seminar environment. Students earn 4 credits for these courses. There are multiple colloquia offered by the department every year. Some of the topics for these colloquia have included Critical Race Theory, Indian Ocean Diaspora, The New Black, Caribbean Women, and Black Shakespeare. As the topics change, students should check with the Chair of the Africana Studies Department if they have any questions about the topics for a particular academic year.",Celia E Naylor,12:10pm,2:00pm,00910,,X3110-20263-001,CARIBBEAN WOMEN HERSTORIES,Africana Studies (AFSB),AFRS,https://doc.sis.columbia.edu/subj/AFRS/X3110-20263-001/,To be announced,,,4,,W,20263AFRS3110X001,SEMINAR
AFRS BC3145,Black Women   s Histories in the United,"In this course you will be examining paper tracings and other sources related to the lived experiences of Black women. You will be required to review and interrogate materials on triggering subjects; some of these items include violent descriptions, images, and acts. In order to join in our collective engagement with the history of Black women, within the context of the U.S., you will critically analyze items that have not been sanitized for popular consumption. Thus, we will not be “erasing history” in this course by avoiding the deployment of white supremacy and its vast, related violence(s) against Black women’s bodies and lives, as well as the various manifestations of resistance of Black women throughout the history of the United States.",Celia E Naylor,12:10pm,2:00pm,00130,,X3145-20263-001,Black Women's Histories,Africana Studies (AFSB),AFRS,https://doc.sis.columbia.edu/subj/AFRS/X3145-20263-001/,To be announced,,Columbia College,4,,W,20263AFRS3145X001,SEMINAR
AFRS BC3160,Fanon   s Psychology of the Oppressed,"Frantz Fanon’s ideas have been influential for decades among theorists, practitioners, and activists alike.  This seminar is focused on understanding Fanon’s particular perspective on the psychology of the oppressed and its relevance for examining the experience of past and present racialized inequality and its effects in society. The course is divided into four sections, which build cumulatively.
  
I). An introductory section introduces Fanon’s central ideas (e.g., dialecticism, existentialism, post-colonialism) in their intellectual and socio-historical context (e.g., the Algerian revolution, African decolonization, South African Apartheid, the US civil rights and women’s rights movements).
  
II). A second section locates Fanon in psychological theory and therapeutic theory and practice.  The cultural and political (Eurocentric?) roots of psychological theory and practice are examined as are notions of oppression causing psychological and physical violence as well as psychopathology / psychological disorder.
  
III). A third section examines Fanon and others psychological approaches to identity with particular attention to the presumed “inferiority complex” of oppressed peoples, nationalist and other reconstructions of identity in opposition to oppression, sociological psychological conceptualizations of stigma, and Dubois’s influential ideas regarding double consciousness.
  
IV). A fourth and final section focuses on resistance and rebellion.  The focus here is on the psycho-moral implications of (violent, peaceful, non-disruptive) action against oppression with reference to the distinct perspectives of Fanon in comparison to influential figures like Gandhi and M.L.K Jr.  These issues are linked to a post-Fanon approach to the psychology of the oppressed called Liberation Psychology.",Colin Leach,2:10pm,4:00pm,00131,,X3160-20263-001,Psychology of the Oppress,Africana Studies (AFSB),AFRS,https://doc.sis.columbia.edu/subj/AFRS/X3160-20263-001/,To be announced,,Columbia College,4,,W,20263AFRS3160X001,SEMINAR
AFRS BC3550,QUEER HARLEM,"This course explores representations of queer Harlem in African American literature, sonic culture, and performance. We will consider the history and making of Harlem, key figures of the Harlem Renaissance, and the aesthetic innovations of writers and artists who defied the racial, sexual, and gendered conventions of their time. We will be guided by an intersectional approach to the study of race, gender, and sexuality and the methods of Black queer studies, African American and African diaspora literary studies, as well as sound and performance scholarship. We will ask when, where, and what was/is gay Harlem; how we might excavate its histories; map its borders; and speculate on its material and imagined futures.",Maleda Belilgne,4:10pm,6:00pm,00463,,X3550-20263-001,,Africana Studies (AFSB),AFRS,https://doc.sis.columbia.edu/subj/AFRS/X3550-20263-001/,To be announced,,Columbia College,4,,R,20263AFRS3550X001,SEMINAR
AFRS BC3950,Black Americans Abroad,"This course focuses on the long history of Black Americans going (and sometimes returning from) abroad. Our exploration will unfold chronologically from the 19th century to the present day, as we trace our subjects’ myriad reasons for setting out beyond their country’s shores. Each week of the course will be devoted to grappling with a set of travelers and international departures characteristic of a given era, including:
  
  
Enslaved people’s quests for freedom
  
Entertainers, creatives, and scientists’ pursuit of professional opportunities during the era of Jim Crow
  
Scholars, journalists, and diplomats’ search for knowledge and cultural understanding
  
Modern nomads and expats’ journeys of self-actualization
 
  
Our goal is to consider Black Americans’ evolving relationship to the United States and the world at large.",Tamara Walker,12:10pm,2:00pm,00132,,X3950-20263-BLA,,Africana Studies (AFSB),AFRS,https://doc.sis.columbia.edu/subj/AFRS/X3950-20263-BLA/,To be announced,,Columbia College,4,,R,20263AFRS3950XBLA,SEMINAR
AFRS BC3998,SENIOR SEMINAR,"A program of interdisciplinary research leading to the writing of the senior essay. All Africana majors must complete the one-semester Africana Studies Senior Seminar in the fall and submit a senior essay as one of the requirements for this course. A student who has successfully completed the Africana Studies Senior Seminar, has demonstrated the ability to complete a senior thesis, and has obtained approval from the faculty member teaching the Senior Seminar may take an Independent Study with a Barnard or Columbia faculty member or a second thesis seminar in another department in order to complete a senior thesis in Africana Studies in the spring semester.",Monica L Miller,4:10pm,6:00pm,00133,,X3998-20263-001,,Africana Studies (AFSB),AFRS,https://doc.sis.columbia.edu/subj/AFRS/X3998-20263-001/,To be announced,,Columbia College,4,,T,20263AFRS3998X001,SEMINAR
AHIS BC1001,INTRODUCTION TO ART HISTORY I,"The first half of the Introduction to Art History explores premodern art and architecture around the world, from cave paintings to Song dynasty landscapes and Renaissance sculpture. Lectures and discussion sections are organized around themes, including nature and naturalism, death and the afterlife, ornament and abstraction, gender and sexuality, colonialism and conversion, and ritual and divinity. Visits to museums across New York are also an integral component to the course.",Gregory Bryda,2:40pm,3:55pm,00393,,X1001-20263-001,INTRODUCTION TO ART HISTO,Art History @Barnard,AHIS,https://doc.sis.columbia.edu/subj/AHIS/X1001-20263-001/,To be announced,,,4,,MW,20263AHIS1001X001,LECTURE
AHIS BC2001,DRAWING STUDIO,"This course delves into drawing as an expansive, exploratory practice that underpins all forms of visual art. Designed primarily as a hands-on workshop, the class is enriched with slide lectures, video presentations, and field trips. Throughout the semester, students will engage in individual and group critiques, fostering dialogue about their work. Beginning with still life and progressing to drawings of artworks, artifacts, and figure studies, the course investigates drawing as a dynamic practice connected to a wide array of visual cultures.",Jozefina Chetko,10:10am,2:00pm,00394,,X2001-20263-001,,Art History @Barnard,AHIS,https://doc.sis.columbia.edu/subj/AHIS/X2001-20263-001/,To be announced,,,3,,R,20263AHIS2001X001,STUDIO
AHIS BC2005,PAINTING I,"This course will focus on individual and collaborative projects designed to explore the fundamental principles of image making. Students acquire a working knowledge of concepts in contemporary art through class critiques, discussion, and individual meetings with the professor. Reading materials will provide historical and philosophical background to the class assignments. Class projects will range from traditional to experimental and multi-media. Image collections will be discussed in class with an awareness of contemporary image production.",Annabel M Daou,2:10pm,6:00pm,00395,,X2005-20263-001,,Art History @Barnard,AHIS,https://doc.sis.columbia.edu/subj/AHIS/X2005-20263-001/,To be announced,,,3,,M,20263AHIS2005X001,STUDIO
AHIS BC2007,PAINTING III,"This course will focus on individual and collaborative projects designed to explore the fundamental principles of image making. Students acquire a working knowledge of concepts in contemporary art through class critiques, discussion, and individual meetings with the professor. Reading materials will provide historical and philosophical background to the class assignments. Class projects will range from traditional to experimental and multi-media. Image collections will be discussed in class with an awareness of contemporary image production.",Annabel M Daou,,,00396,,X2007-20263-001,,Art History @Barnard,AHIS,https://doc.sis.columbia.edu/subj/AHIS/X2007-20263-001/,,,,3,,,20263AHIS2007X001,STUDIO
AHIS BC3682,EARLY MODERNISM AND THE CRISIS OF REPRES,"Prerequisites: 20th Century Art recommended. The artistic phenomenon that came to be called Modernism is generally considered one of the most pivotal in the history of late nineteenth and twentieth century art. This course studies the emergence and development of Modernism in all of its complexity. Particular attention will be paid to the ways in which Modern artists responded to the dramatically changing notions of space, time and dimension in the late nineteenth and early twentieth century. What impact did these dramatic changes have on existing concepts of representation? What challenges did they pose for artists? To what extent did Modernism contribute to an understanding of the full consequences of these new ideas of time and space? These concerns will lead us to examine some of the major critical and historical accounts of modernism in the arts as they were developed in the late nineteenth and early twentieth century. The course will focus specifically on the interrelationships between modernism and the expanding mass cultural formations of the industrial societies in Europe to address a wide range of historical and methodological questions. These include the emergence of modernism in the arts, the collapse of previous modes of representation, the development of new technologies of cultural production, the elaboration of the utopian projects of the avant-gardes, the unfolding of abstract art, the materialization of the readymade, as well as the transformation of concepts of artistic autonomy and cultural institutions. We will first investigate key modernist concepts developed in the late nineteenth century, as well as the crucial work of some of the artists of that moment. This will lead to an examination of the unfolding and consolidation of Cubism in the first decade of the twentieth century, followed by the development of Synthetic Cubism early in the 1910s. The third part of the course will study the impact of Cubism on artistic production in the following decade, focusing primarily on the Italian artists of Futurism, the German avant-garde in the context of Weimar culture, Dadaism, and the Russian and Soviet avant-gardes in the 1910s and 1920’s",Alexander Alberro,2:40pm,3:55pm,00402,,X3682-20263-001,EARLY MDRNISM & CRISIS RE,Art History @Barnard,AHIS,https://doc.sis.columbia.edu/subj/AHIS/X3682-20263-001/,To be announced,,,4,,TR,20263AHIS3682X001,LECTURE
AHIS BC3959,SENIOR RESEARCH SEMINAR,Prerequisites: Course open to Barnard Art History majors only. Independent research for the senior thesis. Students develop and write their senior thesis in consultation with an individual faculty adviser in art history and participate in group meetings scheduled throughout the senior year.,Elizabeth Hutchinson,6:10pm,8:00pm,00404,,X3959-20263-001,,Art History @Barnard,AHIS,https://doc.sis.columbia.edu/subj/AHIS/X3959-20263-001/,To be announced,,,3,,R,20263AHIS3959X001,SEMINAR
AHIS BC3984,CURATORIAL POSTNS 1969-PRES,"Contemporary exhibitions studied through a selection of great shows from roughly 1969 to the present that defined a generation. This course will not offer practical training in curating; rather it will concentrate on the historical context of exhibitions, the theoretical basis for their argument, the criteria for the choice in artists and their work, and exhibitions internal/external reception.",Valerie Smith,10:10am,12:00pm,00408,,X3984-20263-001,CURATORIAL POSTNS 1969-PR,Art History @Barnard,AHIS,https://doc.sis.columbia.edu/subj/AHIS/X3984-20263-001/,To be announced,,,4,,W,20263AHIS3984X001,SEMINAR
AHMM UN3321,MUSICS OF INDIA & WEST ASIA,A topical approach to the concepts and practices of music in relation to other arts in the development of Asian civilizations.,Kevin Fellezs,10:10am,11:25am,10526,,V3321-20263-003,MUSICS OF INDIA & WEST AS,Music,AHMM,https://doc.sis.columbia.edu/subj/AHMM/V3321-20263-003/,To be announced,In-Person,,3,,MW,20263AHMM3321V003,LECTURE
AHMM UN3321,MUSICS OF INDIA & WEST ASIA,A topical approach to the concepts and practices of music in relation to other arts in the development of Asian civilizations.,,8:40am,9:55am,10527,,V3321-20263-001,MUSICS OF INDIA & WEST AS,Music,AHMM,https://doc.sis.columbia.edu/subj/AHMM/V3321-20263-001/,To be announced,In-Person,,3,,MW,20263AHMM3321V001,LECTURE
AHMM UN3321,MUSICS OF INDIA & WEST ASIA,A topical approach to the concepts and practices of music in relation to other arts in the development of Asian civilizations.,,5:40pm,6:55pm,10528,,V3321-20263-002,MUSICS OF INDIA & WEST AS,Music,AHMM,https://doc.sis.columbia.edu/subj/AHMM/V3321-20263-002/,To be announced,In-Person,,3,,MW,20263AHMM3321V002,LECTURE
AHMM UN3321,MUSICS OF INDIA & WEST ASIA,A topical approach to the concepts and practices of music in relation to other arts in the development of Asian civilizations.,,5:40pm,6:55pm,10529,,V3321-20263-004,MUSICS OF INDIA & WEST AS,Music,AHMM,https://doc.sis.columbia.edu/subj/AHMM/V3321-20263-004/,To be announced,In-Person,,3,,TR,20263AHMM3321V004,LECTURE
AHUM UN1399,COLLOQUIUM ON MAJOR TEXTS,"Readings in translation and discussion of texts of Middle Eastern and Indian origin. Readings may include the Quran, Islamic philosophy, Sufi poetry, the Upanishads, Buddhist sutras, the Bhagavad Gita, Indian epics and drama, and Gandhis Autobiography.",Wael Hallaq,4:10pm,6:00pm,10700,,V1399-20263-003,,"Middle Eastern, South Asian and African Studies",AHUM,https://doc.sis.columbia.edu/subj/AHUM/V1399-20263-003/,To be announced,In-Person,,4,,T,20263AHUM1399V003,COLLOQUIA
AHUM UN1399,COLLOQUIUM ON MAJOR TEXTS: MIDDLE EAST/I,"This seminar is an exploration of some ""great books"" from the Middle East and South Asia. We will read books, plays, stories, and poems in English translation that were originally written in Arabic, Persian, Bangla, Sanskrit. From the Thousand and One Nights to an Arabic epic about a warrior princess to the Bhagavad Gita, we will examine themes of storytelling, gender, politics, and the nature of divinity. With the exception of one Sudanese novel, we will be focusing on texts from the premodern period, and our focus will be on how to interpret texts, develop arguments about those texts, and learning about cultures of reading and writing in the past.",Rachel McDermott,4:10pm,6:00pm,00066,,W1399-20263-001,MAJOR TEXTS: MIDDLE EAST/,Asian and Middle East @Barnard,AHUM,https://doc.sis.columbia.edu/subj/AHUM/W1399-20263-001/,To be announced,,,4,,R,20263AHUM1399W001,COLLOQUIA
AHUM UN1399,COLLOQUIUM ON MAJOR TEXTS: MIDDLE EAST/I,"This seminar is an exploration of some ""great books"" from the Middle East and South Asia. We will read books, plays, stories, and poems in English translation that were originally written in Arabic, Persian, Bangla, Sanskrit. From the Thousand and One Nights to an Arabic epic about a warrior princess to the Bhagavad Gita, we will examine themes of storytelling, gender, politics, and the nature of divinity. With the exception of one Sudanese novel, we will be focusing on texts from the premodern period, and our focus will be on how to interpret texts, develop arguments about those texts, and learning about cultures of reading and writing in the past.",Matthew L Keegan,12:10pm,2:00pm,00068,,W1399-20263-002,MAJOR TEXTS: MIDDLE EAST/,Asian and Middle East @Barnard,AHUM,https://doc.sis.columbia.edu/subj/AHUM/W1399-20263-002/,To be announced,,,4,,M,20263AHUM1399W002,COLLOQUIA
AMST BC2001,Third World Studies,"Between 1967 and 1969, groups of American Indian, Black, Chinese, Filipino, Japanese, Mexican, and Puerto Rican college students began to articulate demands for a transformed university, touching everything from admissions, relations to community, and curriculum. Their proposals contributed to the Third World Liberation Front strike at San Francisco State University, the longest student strike in US history. Drawing inspiration from Gary Okihiro, founding director of Columbia’s Center for the Study of Ethnicity and Race, this course takes student activists’ proposals for Third World Studies seriously. Our readings will draw on the traditions of anti-racist and anti-colonial struggle in North America, alongside perspectives from Africa, Asia, and Latin America.",Manu Karuka,1:10pm,2:25pm,00062,,X2001-20263-001,,American Studies @Barnard,AMST,https://doc.sis.columbia.edu/subj/AMST/X2001-20263-001/,To be announced,,,4,,MW,20263AMST2001X001,LECTURE
AMST BC3401,American Studies Methods: Archive Fever,"Introduction to the theoretical approaches of American Studies, as well as the methods and materials used in the interdisciplinary study of American society. Through close reading of a variety of texts (e.g. novels, films, essays), we will analyze the creation, maintenance, and transmission of cultural meaning within American society.",Jennie Kassanoff,2:10pm,4:00pm,00121,,X3401-20263-001,AMST Methods: Archive Fev,American Studies @Barnard,AMST,https://doc.sis.columbia.edu/subj/AMST/X3401-20263-001/,To be announced,,,4,,W,20263AMST3401X001,SEMINAR
ANAT BC2573,HUMAN ANATOMY AND MOVEMENT,"Corequisites: ANAT BC2574 Dancers and other movers will acquire concrete, scientific information about anatomy and integrate this knowledge into their sensed experience of movement. Through readings, lecture/discussions and movement practice, students will explore: (1) structure and function of bones and joints, (2) muscles, neuromuscular function and coordination, (3) motor cognition and learning.",Chisa Hidaka,10:10am,11:25am,00134,,X2573-20263-001,HUMAN ANATOMY AND MOVEMEN,Dance @Barnard,ANAT,https://doc.sis.columbia.edu/subj/ANAT/X2573-20263-001/,To be announced,,,3,ANAT BC2574,MW,20263ANAT2573X001,LECTURE
ANTH BC2012,LAB METHODS ARCHAEOLOGY,"Only the most recent chapters of the past are able to be studied using traditional historiographical methods focused on archives of textual documents. How, then, are we to analyze the deep history of human experiences prior to the written word? And even when textual archives do survive from a given historical period, these archives are typically biased toward the perspectives of those in power. How, then, are we to undertake analyses of the past that take into account the lives and experiences of all of society’s members, including the poor, the working class, the colonized, and others whose voices appear far less frequently in historical documents? From its disciplinary origins in nineteenth century antiquarianism, archaeology has grown to become a rigorous science of the past, dedicated to the exploration of long-term and inclusive social histories.
  
“Laboratory Methods in Archaeology” is an intensive introduction to the analysis of archaeological artifacts and samples in which we explore how the organic and inorganic remains from archaeological sites can be used to build rigorous claims about the human past. The 2022 iteration of the course centers on assemblages from two sites, both excavated by Barnard’s archaeological field program in the Taos region of northern New Mexico: (1) the Spanish colonial site of San Antonio del Embudo founded in 1725 and (2) the hippie commune known as New Buffalo, founded in 1967. Participants in ANTH BC2012 will be introduced to the history, geology, and ecology of the Taos region, as well as to the excavation histories of the two sites. Specialized laboratory modules focus on the analysis of chipped stone artifacts ceramics, animal bone, glass, and industrial artifacts.
  
The course only demands participation in the seminars and laboratory modules and successful completion of the written assignments, but all students are encouraged to develop specialized research projects to be subsequently expanded into either (1) a senior thesis project or (2) a conference presentation at the Society for American Archaeology, Society for Historical Archaeology, or Theoretical Archaeology Group meeting.",Severin Fowles,4:10pm,6:00pm,00787,,X2012-20263-001,,Anthropology @Barnard,ANTH,https://doc.sis.columbia.edu/subj/ANTH/X2012-20263-001/,To be announced,,,4,ANTH BC2012,TR,20263ANTH2012X001,LECTURE
ANTH BC3243,"Sin, Disease, Subversion and the Experie","Course Description This course provides an exploration of how race and racism are produced, reproduced, and resisted from a Latin American perspective. We will examine a conception of race that is often ambiguous, hybrid, and fluid, yet coexists with deeply entrenched forms of racism. We begin by tracing the origins of racial formations to the colonial period, focusing on how race and religion became intertwined. The course then investigates Latin America's role in the medicalization of racialized bodies, particularly in the context of nation-building projects. We will analyze how racism has operated during periods of political violence, authoritarian rule, and transitions to democracy. Given the region's vast heterogeneity, we will critically examine ""Latin America"" as a category and use representative case studies to explore how race is mediated through signifiers such as education, gender, geography, occupation, dress, language, and religion—while ultimately being inscribed on and through the body. Students will explore Indigenous ontologies and epistemologies, and reflect on how the legacies of colonial and state violence persist but are contested. The first half of this course provides an overview of historical events and theoretical debates around the study of race in Latin America. The second half is dedicated to reading ethnographic work on questions of race. The selected books present cases in Peru, Ecuador, Brazil, Puerto Rico, and of immigrants in the United States.",Paloma Rodrigo Gonzales,,,00838,,X3243-20263-001,Race in Latin America,Anthropology @Barnard,ANTH,https://doc.sis.columbia.edu/subj/ANTH/X3243-20263-001/,,,,4,,,20263ANTH3243X001,SEMINAR
