course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
AHIS UN2427,Twentieth-Century Architecture,"This course examines some of the key moments of architectural modernity in the twentieth century in an attempt to understand how architecture participated in the making of a new world order. It follows the lead of recent scholarship that has been undoing the assumption that modern twentieth-century architecture is a coherent enterprise that should be understood through avant-gardist movements. Instead, architectural modernity is presented in this course as a multivalent, and even contradictory, entity that has nonetheless had profound impact on modernity. Rather than attempting to be geographically comprehensive, it focuses on the interdependencies between the Global North and the South; instead of being strictly chronological, it is arranged around a constellation of themes that are explored through a handful of projects and texts. Reading primary sources from the period under examination is a crucial part of the course.

",Zeynep Celik Alexander,1:00pm,4:10pm,10319,Morningside,W2427-20242-001,20TH CENTURY ARCHITECTURE,Summer Session (SUMM),AHIS,,https://doc.sis.columbia.edu/subj/AHIS/W2427-20242-001/,To be announced,In-Person,,4,,MW,20242AHIS2427W001,LECTURE
AHMM S3321,MUSICS OF INDIA & WEST ASIA,"This course is a topical (not comprehensive) survey of some of the musical traditions of South and West Asia, and of their diasporas. Each tradition will be described locally, connecting it to critical themes that the course aims to explore. The purpose of the course is to introduce you to a range of indigenous and diasporic “Asian” musical styles, ideas, traditions, and artists through an interdisciplinary approach to the study of music as culture. No previous background in music is required.
",Alessandra M Ciucci,1:00pm,4:10pm,10120,Morningside,S3321-20242-001,MUSICS OF INDIA & WEST AS,Summer Session (SUMM),AHMM,,https://doc.sis.columbia.edu/subj/AHMM/S3321-20242-001/,To be announced,In-Person,,3,,TR,20242AHMM3321S001,LECTURE
AHMM S3321,MUSICS OF INDIA & WEST ASIA,"This course is a topical (not comprehensive) survey of some of the musical traditions of South and West Asia, and of their diasporas. Each tradition will be described locally, connecting it to critical themes that the course aims to explore. The purpose of the course is to introduce you to a range of indigenous and diasporic “Asian” musical styles, ideas, traditions, and artists through an interdisciplinary approach to the study of music as culture. No previous background in music is required.
",Alessandra M Ciucci,1:00pm,4:10pm,10121,Morningside,S3321-20242-002,MUSICS OF INDIA & WEST AS,Summer Session (SUMM),AHMM,,https://doc.sis.columbia.edu/subj/AHMM/S3321-20242-002/,To be announced,In-Person,,3,,TR,20242AHMM3321S002,LECTURE
AHMM UN3320,MUSIC-EAST ASIA-SOUTHEAST ASIA,"A topical approach to the concepts and practices of music in relation to other arts in the development of Asian civilizations.

",Kevin Fellezs,9:00am,12:10pm,10119,Morningside,V3320-20242-001,MUSIC-EAST ASIA-SOUTHEAST,Summer Session (SUMM),AHMM,,https://doc.sis.columbia.edu/subj/AHMM/V3320-20242-001/,To be announced,In-Person,,3,,TR,20242AHMM3320V001,LECTURE
AHMM UN3320,MUSIC-EAST ASIA-SOUTHEAST ASIA,"A topical approach to the concepts and practices of music in relation to other arts in the development of Asian civilizations.

",Kathryn M Cooke,1:00pm,4:10pm,11446,Morningside,V3320-20242-002,MUSIC-EAST ASIA-SOUTHEAST,Summer Session (SUMM),AHMM,,https://doc.sis.columbia.edu/subj/AHMM/V3320-20242-002/,To be announced,In-Person,,3,,MW,20242AHMM3320V002,LECTURE
AHUM S2901,MASTERPIECES-INDIAN ART & ARCH,"Introduction to 2000 years of art on the Indian subcontinent. The course covers the early art of Buddhism, rock-cut architecture of the Buddhists and Hindus, the development of the Hindu temple, Mughal and Rajput painting and architecture, art of the colonial period, and the emergence of the Modern.

",Kalyani M Ramachandran,5:30pm,8:40pm,10279,Morningside,S2901-20242-001,MASTERPIECES-INDIAN ART &,Summer Session (SUMM),AHUM,,https://doc.sis.columbia.edu/subj/AHUM/S2901-20242-001/,To be announced,In-Person,,3,,MTW,20242AHUM2901S001,LECTURE
AHUM UN1399,COLLOQUIUM ON MAJOR TEXTS,"Readings in translation and discussion of texts of Middle Eastern and Indian origin. Readings may include the Quran, Islamic philosophy, Sufi poetry, the Upanishads, Buddhist sutras, the Bhagavad Gita, Indian epics and drama, and Gandhis Autobiography.

",Elaine Van Dalen,1:00pm,4:00pm,10170,Morningside,V1399-20242-001,,Summer Session (SUMM),AHUM,,https://doc.sis.columbia.edu/subj/AHUM/V1399-20242-001/,To be announced,In-Person,,4,,R,20242AHUM1399V001,COLLOQUIA
ANTH GU4181,QUALITATIVE METHODS OF ANTHROPOLOGY,"This course is designed to train students in qualitative research methods in anthropology. Through a hands-on approach, the course is designed to prepare students to undertake research using ethnographic and intensive interview methods and deepen their appreciation of the methodological dimensions of published qualitative work. The course explores the complexities of lived experience—that is, the intensities of embodied being in relation to affective energies between living and nonliving matter, space, and place—and aims to increase attention to the felt “texture” of experience. By the end of the course, students will be able to evaluate, critically review and discuss methodological issues; apply and execute comparative analyses and anticipate the need for further knowledge.

",Maxine Weisgrau,1:00pm,4:10pm,10313,Morningside,S4181-20242-001,QUALITATIVE METHODS OF AN,Summer Session (SUMM),ANTH,,https://doc.sis.columbia.edu/subj/ANTH/S4181-20242-001/,To be announced,In-Person,,3,,MW,20242ANTH4181S001,LECTURE
ANTH S1002,THE INTERPRETATION OF CULTURE,"The anthropological approach to the study of culture and human society. Using ethnographic case studies, the course explores the universality of cultural categories (social organization, economy, law, belief systems, arts, etc.) and the range of variation among human societies.

",Neil J Savishinsky,5:30pm,8:40pm,10247,Morningside,S1002-20242-001,THE INTERPRETATION OF CUL,Summer Session (SUMM),ANTH,,https://doc.sis.columbia.edu/subj/ANTH/S1002-20242-001/,To be announced,In-Person,,3,,MW,20242ANTH1002S001,LECTURE
ANTH S2724,ANTHROPOLOGY OF CLIMATE CHANGE,"This course focuses on some of the present, and possible future, socio-ecological conditions of life on planet
 earth. In particular we will work to understand the historic, economic, political, and socio-cultural forces that
 created the conditions we call climate change. With this we will take a particular interest in the question of how
 race, ethnicity, Indigeneity, class, and gender articulate with the material effects of climate change. The course
 also focuses on how we, as scholars, citizens, and activists can work to alter these current conditions in ways
 that foster social and ecological justice for all living beings. Although we will ground our scholarship in
 anthropology, to encourage interdisciplinary and even transdisciplinary thought, weekly readings will be drawn
 from across scholarly and activist canons. While becoming familiar with scholarly and activist conversations
 about space and place, risk and vulnerability, and ontology and epistemology, we will work through a series of
 recent events as case studies to understand causes, effects, affects, and potential solutions.

",Fern M Thompsett,5:30pm,8:40pm,10008,Morningside,S2724-20242-001,ANTHROPOLOGY OF CLIMATE C,Summer Session (SUMM),ANTH,,https://doc.sis.columbia.edu/subj/ANTH/S2724-20242-001/,To be announced,In-Person,,3,,MW,20242ANTH2724S001,LECTURE
ANTH UN3751,Personhood,"This seminar seeks to engage with materials that question personhood. Drawing on both fictional and non-fictional accounts, we will be involved with textual and visual documents as well institutional contexts in order to revisit such notion under contemporary capitalism. We will cover topics like rites of passage and life cycle, the role of the nation state and local communities in defining a person, the relation between self and non-self, between the living and the dead. We will likewise address vicarious forms of personhood through the prosthetic, the avatar or the heteronomous. But we will also look into forms of dissipation and/or enhancement of personhood through bodybuilding, guinea-piging and pharmo-toxicities. As a whole, the course will bring to light how the question of personhood cross-culturally relates to language, performativity, religion, technology, law, gender, race, class, care, life and death.

",Maria Jose de Abreu,1:00pm,4:10pm,10007,Morningside,W3751-20242-001,,Summer Session (SUMM),ANTH,,https://doc.sis.columbia.edu/subj/ANTH/W3751-20242-001/,To be announced,In-Person,,4,,TR,20242ANTH3751W001,SEMINAR
ARAR PS0101,Looking at Architecture: A Primer on Sty,"   

",Nenette Arroyo,3:10pm,5:00pm,10370,Morningside,K0101-20242-001,Architecture: Primer on S,Pre-College Programs (SHSP),ARAR,,https://doc.sis.columbia.edu/subj/ARAR/K0101-20242-001/,To be announced,In-Person,Pre-College Programs,0,,MTWRF,20242ARAR0101K001,LECTURE
ARAR PS0103,Introduction to Art Appreciation,"   

",Thomas I Campbell,3:10pm,5:00pm,10367,Morningside,K0103-20242-001,Intro to Art Appreciation,Pre-College Programs (SHSP),ARAR,,https://doc.sis.columbia.edu/subj/ARAR/K0103-20242-001/,To be announced,In-Person,Pre-College Programs,0,,MTWRF,20242ARAR0103K001,LECTURE
ARCH PS0103,Introduction to Community Planning and S,"   

",Thomas P Wensing,1:10pm,4:00pm,10388,Morningside,K0103-20242-001,Arch & Social Justice in,Pre-College Programs (SHSP),ARCH,,https://doc.sis.columbia.edu/subj/ARCH/K0103-20242-001/,To be announced,In-Person,Pre-College Programs,0,,MTWRF,20242ARCH0103K001,LECTURE
ARCT PS0120,Introduction to Architectural Design and,"   

",Thomas P Wensing,3:10pm,5:00pm,10386,Morningside,N0120-20242-001,Architectural Design & Th,Pre-College Programs (SHSP),ARCT,,https://doc.sis.columbia.edu/subj/ARCT/N0120-20242-001/,To be announced,In-Person,Pre-College Programs,0,,MTWRF,20242ARCT0120N001,LECTURE
ARCT PS0120,Introduction to Architectural Design and,"   

",Thomas P Wensing,3:10pm,5:00pm,10387,Morningside,N0120-20242-004,Architectural Design & Th,Pre-College Programs (SHSP),ARCT,,https://doc.sis.columbia.edu/subj/ARCT/N0120-20242-004/,To be announced,In-Person,Pre-College Programs,0,,MTWRF,20242ARCT0120N004,LECTURE
ASTO PS0102,Astronomy and Astrophysics,"   

",James H Applegate,1:10pm,3:00pm,10389,Morningside,N0102-20242-001,Astronomy and Astrophysic,Pre-College Programs (SHSP),ASTO,,https://doc.sis.columbia.edu/subj/ASTO/N0102-20242-001/,To be announced,In-Person,Pre-College Programs,0,,MTWRF,20242ASTO0102N001,LECTURE
ASTR S1403,"EARTH, MOON AND PLANETS","Prerequisites: Recommended preparation: a working knowledge of high school algebra. May be counted toward the science requirement for most Columbia University undergraduate students. The overall architecture of the solar system. Motions of the celestial sphere. Time and the calendar. Major planets, the earth-moon system, minor planets, comets. Life in the solar system and beyond.
",James H Applegate,1:00pm,4:10pm,10009,Morningside,S1403-20242-001,,Summer Session (SUMM),ASTR,,https://doc.sis.columbia.edu/subj/ASTR/S1403-20242-001/,To be announced,In-Person,,3,,TR,20242ASTR1403S001,LECTURE
BCAB PS0101,"Blockchain, Cryptocurrencies, AI, and Be","   

",Lindsley Medlin,1:10pm,3:00pm,10371,Morningside,N0101-20242-001,"Blockchain, Crypto, AI &",Pre-College Programs (SHSP),BCAB,,https://doc.sis.columbia.edu/subj/BCAB/N0101-20242-001/,To be announced,In-Person,Pre-College Programs,0,,MTWRF,20242BCAB0101N001,LECTURE
BCAB PS0101,"Blockchain, Cryptocurrencies, AI, and Be","   

",Lindsley Medlin,1:10pm,3:00pm,10372,Morningside,N0101-20242-002,"Blockchain, Crypto, AI &",Pre-College Programs (SHSP),BCAB,,https://doc.sis.columbia.edu/subj/BCAB/N0101-20242-002/,To be announced,In-Person,Pre-College Programs,0,,MTWRF,20242BCAB0101N002,LECTURE
BCAB PS0103,Understanding Blockchain & Cryptocurrenc,"   

",Lindsley Medlin,1:10pm,3:00pm,10373,Morningside,K0103-20242-001,Blockchain & Cryptocurren,Pre-College Programs (SHSP),BCAB,,https://doc.sis.columbia.edu/subj/BCAB/K0103-20242-001/,To be announced,In-Person,Pre-College Programs,0,,MTWRF,20242BCAB0103K001,LECTURE
BIGD PS0105,Data Science and Machine Learning 2,"   

",Kyle D Dent,1:10pm,3:00pm,10408,Morningside,K0105-20242-002,Data Sci Machine Learning,Pre-College Programs (SHSP),BIGD,,https://doc.sis.columbia.edu/subj/BIGD/K0105-20242-002/,To be announced,In-Person,Pre-College Programs,0,,MTWRF,20242BIGD0105K002,LECTURE
BIGD PS0105,Data Science and Machine Learning 2,"   

",Kyle D Dent,1:10pm,3:00pm,10409,Morningside,K0105-20242-004,Data Sci Machine Learning,Pre-College Programs (SHSP),BIGD,,https://doc.sis.columbia.edu/subj/BIGD/K0105-20242-004/,To be announced,In-Person,Pre-College Programs,0,,MTWRF,20242BIGD0105K004,LECTURE
BIOL S2501,CONTEMPORARY BIOLOGY LAB,"Prerequisites: BIOL C2005 or F2005 (Introduction to Molecular and Cellular Biology, I) or equivalent. The lab will focus on experiments in genetics and molecular biology with emphasis on data analysis and interpretation.
",Joshua P Abrams,1:10pm,5:00pm,10010,Morningside,S2501-20242-001,,Summer Session (SUMM),BIOL,,https://doc.sis.columbia.edu/subj/BIOL/S2501-20242-001/,To be announced,In-Person,,3,"BIOL C2005
F2005",TR,20242BIOL2501S001,LABORATORY
BIOL S4502,SUPERVISED RES IN BIOTECHNOLGY,,Lili Yamasaki,,,10011,Morningside,S4502-20242-001,SUPERVISED RES IN BIOTECH,Summer Session (SUMM),BIOL,,https://doc.sis.columbia.edu/subj/BIOL/S4502-20242-001/,,In-Person,GSAS,3,,,20242BIOL4502S001,LABORATORY
BIOL S4502,SUPERVISED RES IN BIOTECHNOLGY,,Lili Yamasaki,,,10312,Morningside,S4502-20242-002,SUPERVISED RES IN BIOTECH,Summer Session (SUMM),BIOL,,https://doc.sis.columbia.edu/subj/BIOL/S4502-20242-002/,,In-Person,GSAS,6,,,20242BIOL4502S002,LABORATORY
BIOL S4503,SUPERVISED RES IN BIOTECHNOLGY,,Lili Yamasaki,,,10012,Morningside,S4503-20242-001,SUPERVISED RES IN BIOTECH,Summer Session (SUMM),BIOL,,https://doc.sis.columbia.edu/subj/BIOL/S4503-20242-001/,,In-Person,GSAS,3,,,20242BIOL4503S001,LABORATORY
BIOL S4503,SUPERVISED RES IN BIOTECHNOLGY,,Lili Yamasaki,,,10013,Morningside,S4503-20242-002,SUPERVISED RES IN BIOTECH,Summer Session (SUMM),BIOL,,https://doc.sis.columbia.edu/subj/BIOL/S4503-20242-002/,,In-Person,GSAS,6,,,20242BIOL4503S002,LABORATORY
BIOL S4515,Intensive Laboratory in Biotechnology,"Prerequisites:  Chem UN1403 and CHEM UN1404.   Intense laboratory where students desiring an introduction to laboratory skills meet MTWR, 5 hours a day for four weeks in the summer term participating in experimental bench work, data analysis and safe laboratory practice. Grades depend on preparation, participation in the laboratory, short lab reports, critical thinking and experimental skill.  There will be two sections for S4515.  Section 001 begins June 7th and runs through July 1st.  Section 002 begins July 6th and runs through July 29th.  

",Lili Yamasaki,11:00am,4:00pm,10014,Morningside,S4515-20242-001,INTENSIVE LAB BIOTECH,Summer Session (SUMM),BIOL,,https://doc.sis.columbia.edu/subj/BIOL/S4515-20242-001/,To be announced,In-Person,,2,"CHEM UN1404
S4515
UN1403",MTWR,20242BIOL4515S001,LABORATORY
BUFE PS0220,"Introduction to Business, Finance, and E","   

",Thomas W Leach,1:10pm,3:00pm,10360,Morningside,N0220-20242-001,"Business, Finance, & Econ",Pre-College Programs (SHSP),BUFE,,https://doc.sis.columbia.edu/subj/BUFE/N0220-20242-001/,To be announced,In-Person,Pre-College Programs,0,,MTWRF,20242BUFE0220N001,LECTURE
BUFE PS0220,"Introduction to Business, Finance, and E","   

",Thomas W Leach,1:10pm,3:00pm,10361,Morningside,N0220-20242-005,"Business, Finance, & Econ",Pre-College Programs (SHSP),BUFE,,https://doc.sis.columbia.edu/subj/BUFE/N0220-20242-005/,To be announced,In-Person,Pre-College Programs,0,,MTWRF,20242BUFE0220N005,LECTURE
BUFE PS0220,"Introduction to Business, Finance, and E","   

",Aaishatu Glover,3:10pm,5:00pm,10362,Morningside,N0220-20242-003,"Business, Finance, & Econ",Pre-College Programs (SHSP),BUFE,,https://doc.sis.columbia.edu/subj/BUFE/N0220-20242-003/,To be announced,In-Person,Pre-College Programs,0,,MTWRF,20242BUFE0220N003,LECTURE
BUFE PS0220,"Introduction to Business, Finance, and E","   

",Aaishatu Glover,3:10pm,5:00pm,10363,Morningside,N0220-20242-007,"Business, Finance, & Econ",Pre-College Programs (SHSP),BUFE,,https://doc.sis.columbia.edu/subj/BUFE/N0220-20242-007/,To be announced,In-Person,Pre-College Programs,0,,MTWRF,20242BUFE0220N007,LECTURE
BUFE PS0220,"Introduction to Business, Finance, and E","   

",Michael Bennett,3:10pm,5:00pm,10433,Morningside,N0220-20242-008,"Business, Finance, & Econ",Pre-College Programs (SHSP),BUFE,,https://doc.sis.columbia.edu/subj/BUFE/N0220-20242-008/,To be announced,In-Person,Pre-College Programs,0,,MTWRF,20242BUFE0220N008,LECTURE
BUFE PS0220,"Introduction to Business, Finance, and E","   

",Mario Gonzalez-Corzo,1:10pm,3:00pm,10434,Morningside,N0220-20242-006,"Business, Finance, & Econ",Pre-College Programs (SHSP),BUFE,,https://doc.sis.columbia.edu/subj/BUFE/N0220-20242-006/,To be announced,In-Person,Pre-College Programs,0,,MTWRF,20242BUFE0220N006,LECTURE
BUSI PS5001,INTRODUCTION TO FINANCE,"Students will be introduced to the fundamental financial issues of the modern corporation. By the end of this course, students will understand the basic concepts of financial planning, managing growth; debt and equity sources of financing and valuation; capital budgeting methods; and risk analysis, cost of capital, and the process of securities issuance.

",,6:10pm,8:00pm,10332,Morningside,K5001-20242-001,,School of Professional Studies (DVSP) ,BUSI,,https://doc.sis.columbia.edu/subj/BUSI/K5001-20242-001/,To be announced,In-Person,Professional Studies,3,,MW,20242BUSI5001K001,LECTURE
BUSI PS5001,INTRODUCTION TO FINANCE,"Students will be introduced to the fundamental financial issues of the modern corporation. By the end of this course, students will understand the basic concepts of financial planning, managing growth; debt and equity sources of financing and valuation; capital budgeting methods; and risk analysis, cost of capital, and the process of securities issuance.

",,6:10pm,8:00pm,10333,Morningside,K5001-20242-002,,School of Professional Studies (DVSP) ,BUSI,,https://doc.sis.columbia.edu/subj/BUSI/K5001-20242-002/,To be announced,In-Person,Professional Studies,3,,TR,20242BUSI5001K002,LECTURE
BUSI PS5003,CORPORATE FINANCE,"Prerequisites: BUSI PS5001 Introduction to Finance/or Professor Approval is required Students will learn the critical corporate finance concepts including financial statement analysis; performance metrics; valuation of stocks and bonds; project and firm valuation; cost of capital; capital investment strategies and sources of capital, and firm growth strategies. At the end of this course students will understand how to apply these concepts to current business problems.

",,2:10pm,4:00pm,10334,Morningside,K5003-20242-D01,,School of Professional Studies (DVSP) ,BUSI,,https://doc.sis.columbia.edu/subj/BUSI/K5003-20242-D01/,ONLINE ONLY,On-Line Only,Professional Studies,3,BUSI PS5001,T,20242BUSI5003KD01,LECTURE
